"OID","nb_accident","X","Y"
735,0,298526.998227217,5041402.94261156
736,0,298529.470346285,5044514.45335923
737,0,298530.178370912,5043844.75722547
738,0,298531.102580645,5043076.58305597
739,0,298536.945454411,5040050.70108969
740,0,298539.170989014,5043838.66214603
741,0,298539.696224401,5040923.74001927
742,0,298540.281710833,5044587.18033741
743,0,298541.003791226,5043015.08511686
744,1,298545.200335587,5042618.0814535
745,0,298546.638021533,5039825.91756867
746,0,298548.600475323,5044588.52975669
747,1,298550.788640661,5042214.89831462
748,1,298551.798399206,5043619.0895644
749,0,298554.763238582,5040773.73445444
750,0,298557.195329939,5044055.09620634
751,0,298559.07058933,5041837.19420312
752,0,298562.425683044,5044610.06112521
753,0,298562.863084108,5040987.26129665
754,0,298564.530051835,5044591.11375553
755,0,298566.702474731,5043053.08657558
756,0,298574.884147738,5044648.11123422
757,0,298575.682922251,5044592.92290621
758,0,298577.834944448,5044646.37425564
759,0,298577.897226641,5043147.08341803
760,0,298578.400972351,5042667.58084763
761,0,298579.866861559,5044614.23643573
762,0,298582.817836992,5041051.00673833
763,1,298582.974281471,5042265.15191043
764,0,298583.576085611,5044642.9966026
765,0,298583.700887752,5039879.14384727
766,0,298584.828468211,5043927.13235421
767,0,298588.532165452,5040384.55551549
768,0,298588.598515134,5043594.94713507
769,0,298591.338208499,5041046.71140297
770,2,298592.46807203,5041712.06597787
771,0,298592.893501411,5044109.09236531
772,1,298593.165663303,5043921.36768516
773,0,298595.743995999,5044638.17573947
774,1,298595.826727723,5039896.99562399
775,0,298597.712427509,5041897.0769816
776,0,298600.498134435,5043692.58861007
777,0,298601.76569175,5041373.41295963
778,0,298602.74607082,5041354.49605637
779,0,298606.211993779,5042705.55820671
780,0,298606.335480123,5041330.79483963
781,0,298608.41744319,5044641.24098423
782,0,298609.897960224,5043194.58720125
783,2,298613.194374695,5043124.08346191
784,0,298618.106448883,5042320.58260437
785,0,298627.440694825,5040051.5547301
786,0,298629.189007799,5044163.59599869
787,0,298632.909449934,5041951.07961865
788,0,298633.103837581,5042746.58566894
789,0,298636.065049034,5044003.59867862
790,0,298636.193298051,5043224.09055357
791,0,298636.195281436,5043669.59674196
792,1,298640.615219139,5041787.58023192
793,0,298641.589466666,5041233.04797928
794,0,298645.448740568,5041158.96858321
795,0,298645.687504346,5041216.42417986
796,0,298645.701739775,5043997.64294557
797,2,298647.311335392,5041242.76391921
798,1,298647.988674919,5039975.08301215
799,0,298648.810317091,5041134.11634639
800,0,298649.394894128,5043766.59694388
801,0,298649.910865615,5042371.07904023
802,0,298655.338534267,5041152.28403738
803,0,298655.745850239,5040094.0566112
804,0,298657.810224682,5041002.66600997
805,0,298658.650259335,5041202.23475905
806,0,298659.954984181,5040839.33501194
807,0,298660.30191074,5040462.29412897
808,0,298664.401417884,5042794.58766747
809,0,298664.611701059,5042000.08037626
810,1,298666.293830142,5043203.585931
811,0,298667.102892999,5041261.69490763
812,0,298668.557813332,5040547.86071783
813,0,298671.238999772,5044057.2407534
814,0,298673.993778599,5044232.09512326
815,0,298675.967792951,5040453.13065597
816,0,298676.250105735,5041846.91596945
817,0,298676.698733568,5043284.58891763
818,0,298680.751778323,5044051.36943684
819,0,298682.498401746,5042832.08324586
820,0,298683.22534169,5041651.95436865
821,0,298685.488319578,5043742.59243323
822,0,298686.496789169,5041204.66185806
823,0,298690.950341543,5041221.80464176
824,0,298691.3611696,5041297.91937736
825,3,298692.505215334,5042435.58446985
826,0,298696.312191865,5042047.5801455
827,0,298697.56259482,5039722.84591587
828,0,298699.102296103,5041310.75898591
829,0,298704.960540282,5043848.20311658
830,2,298706.043691945,5040059.56207914
831,0,298706.198777322,5043264.08698834
832,0,298707.655700698,5044112.16011587
833,0,298708.183677307,5041286.64713624
834,0,298708.406917398,5041826.07479765
835,0,298709.867531135,5040912.3275387
836,0,298711.752075901,5043345.71989234
837,0,298712.969537606,5042958.10577489
838,0,298716.595959074,5041703.65248829
839,0,298717.038678364,5044105.84261704
840,0,298718.718310549,5044297.95896815
841,0,298718.856099299,5040797.62696626
842,0,298723.599599408,5042897.081295
843,1,298732.099958442,5042496.08112375
844,1,298732.359032702,5042098.2994272
845,0,298732.004256119,5041730.29899686
846,0,298736.859892885,5040950.69747802
847,0,298739.928296256,5043825.62830845
848,0,298742.737508667,5041879.5476801
849,0,298744.598230373,5043323.58901606
850,2,298744.658474442,5039795.27955709
851,0,298745.753084132,5043397.64735386
852,0,298745.896045471,5040778.40435984
853,0,298749.200732784,5042934.58795265
854,1,298749.82552122,5040968.5675425
855,0,298750.170990746,5040026.75809628
856,2,298751.45516328,5044178.78233079
857,0,298757.39407539,5043924.0933991
858,0,298760.075562724,5043030.12110836
859,3,298760.639490319,5040136.05917456
860,0,298760.933387878,5044360.4766818
861,0,298761.170392517,5044172.41989853
862,2,298762.507692883,5042147.57976895
863,0,298764.09964464,5042545.58585553
864,1,298766.407292138,5041245.53850676
865,0,298769.609543611,5041786.572378
866,0,298771.786965733,5041254.19825043
867,0,298772.84211274,5041928.25559948
868,0,298779.436223637,5043375.15427764
869,0,298780.465364586,5041591.42711801
870,1,298783.918228064,5041441.5731088
871,0,298789.096661398,5043463.50806455
872,0,298790.498149659,5042585.58018907
873,4,298790.619094881,5039874.63574282
874,0,298792.558029118,5041232.0088591
875,0,298792.991975445,5043978.09490758
876,0,298795.064667551,5041035.63411567
877,0,298796.239583688,5043006.98044253
878,0,298797.930810983,5044245.30612565
879,0,298798.676579071,5042202.65727687
880,0,298803.18841885,5044424.09691327
881,0,298805.305583422,5041976.58050185
882,0,298807.198052663,5044238.89329583
883,0,298811.216089794,5041483.56924705
884,0,298812.4121473,5041644.07105663
885,4,298815.743600505,5040216.56178397
886,1,298816.606181289,5042625.58133022
887,0,298819.942272486,5041327.33114905
888,1,298822.599170241,5043440.58649345
889,0,298826.655870663,5040722.71135437
890,1,298830.09091813,5044032.09464343
891,0,298830.620353022,5042254.0505148
892,0,298832.641888358,5042983.6604914
893,0,298836.83375843,5043537.05323225
894,0,298837.882958708,5042026.80174536
895,0,298840.725536082,5041101.56918591
896,0,298840.924476659,5041404.5715659
897,0,298841.105001475,5044306.75671651
898,0,298847.848992259,5043085.80464317
899,0,298848.091419887,5044491.09962043
900,2,298848.78170949,5039959.60988022
901,0,298849.69158933,5042676.51630616
902,0,298850.506130606,5044300.92032664
903,1,298850.719346233,5041546.07256016
904,0,298861.40785317,5043029.02583268
905,1,298868.439163854,5040291.06135197
906,0,298869.10772073,5041724.57675073
907,0,298870.712693191,5042078.07510887
908,0,298871.498687071,5043514.09444525
909,4,298871.857788306,5042709.90424423
910,0,298872.761813462,5042316.41394584
911,0,298874.088773618,5044098.0954144
912,0,298876.045527848,5040798.40162507
913,0,298880.280529804,5041598.80810027
914,0,298881.035730833,5040309.56493476
915,0,298882.686300111,5043062.57359554
916,0,298885.111485004,5043610.5929846
917,0,298885.500861315,5041170.2556849
918,0,298885.563696057,5044370.32702141
919,0,298887.214818326,5041521.57636693
920,0,298888.29684466,5043145.58983428
921,0,298894.988894805,5044363.96138894
922,0,298900.81396563,5041631.57121839
923,1,298902.210187705,5041775.57223413
924,5,298903.943087288,5040035.55224378
925,0,298908.924654715,5043489.16991864
926,0,298912.051081019,5042379.2280379
927,0,298914.008867782,5042775.14004703
928,1,298914.072766148,5040853.31298897
929,0,298915.735978196,5040361.06287277
930,0,298918.594107611,5044164.5995766
931,0,298918.897693553,5043587.59421425
932,0,298926.07406499,5043204.69324083
933,0,298929.015312661,5041494.83991534
934,1,298931.612043607,5041683.07224066
935,0,298932.030417359,5044435.28946806
936,0,298932.40284575,5041825.64491861
937,0,298936.743676021,5039776.55863464
938,1,298937.991938856,5042811.7025219
939,0,298938.123194719,5041248.57466108
940,0,298938.892473458,5043693.59874335
941,0,298939.974252827,5041604.58459679
942,0,298940.858737916,5044429.50706867
943,0,298943.607356572,5042428.58244651
944,0,298945.89154845,5043689.09403419
945,0,298949.271411825,5042750.69761844
946,0,298955.898800887,5043564.09123623
947,0,298956.113510253,5041880.0756735
948,0,298959.689478356,5044227.09627611
949,1,298960.616116558,5040422.15923521
950,0,298960.899839696,5043256.08775675
951,0,298961.12284706,5040924.56428506
952,3,298963.326072813,5040110.41584438
953,0,298964.408583113,5041735.07440387
954,0,298966.454809032,5042852.07094007
955,0,298969.088843923,5043345.55527247
956,0,298970.641311879,5042469.34606709
957,0,298972.825096774,5042787.90096121
958,0,298973.26179146,5042893.81600667
959,0,298973.659049871,5041655.53646321
960,1,298975.60948016,5043669.52247483
961,0,298980.321985034,5041314.07216311
962,0,298987.813116223,5041929.57651833
963,2,298992.627533432,5042863.14724318
964,1,298994.314400059,5041785.07398072
965,0,298995.020353432,5043765.92454365
966,0,298995.145114569,5039859.5823486
967,0,298995.905580244,5042510.07924639
968,0,298996.600015843,5043232.58570276
969,0,298998.027320297,5040997.56555434
970,1,298998.416909876,5041640.07226026
971,0,299000.081513985,5042829.49529057
972,0,299000.154306524,5040302.14429244
973,0,299002.317387646,5042937.87364957
974,0,299003.08789834,5044291.09859517
975,0,299004.692835161,5043321.0882329
976,0,299004.84810614,5043649.48884278
977,0,299006.825033598,5040991.57177795
978,0,299012.123603215,5043644.62647261
979,0,299012.132636854,5040497.06550357
980,0,299014.346464755,5042820.55809335
981,0,299015.712148587,5043418.94961063
982,3,299016.647961586,5040187.86553421
983,0,299021.579690874,5041981.15257564
984,0,299022.901452175,5042969.08837527
985,0,299024.107209546,5041835.57873861
986,0,299026.414075267,5043745.36851144
987,0,299029.384097907,5042560.5116989
988,0,299030.515853612,5041691.5723838
989,0,299030.51846999,5043818.6005773
990,1,299038.142316552,5040362.31681655
991,0,299039.799776795,5043298.08950858
992,0,299039.83304136,5044587.66422092
993,2,299043.121313579,5041066.06632656
994,0,299043.496085292,5040371.7657959
995,0,299047.491705476,5044356.09724086
996,1,299047.520770879,5041419.06980787
997,2,299048.06630691,5044582.20496875
998,0,299048.403414715,5039935.56813897
999,0,299050.702495835,5042592.07993611
1000,1,299052.299260149,5043395.08760178
1001,0,299054.014851644,5041887.07933176
1002,0,299056.225849667,5042036.05064329
1003,1,299056.442930941,5043725.34077588
1004,4,299057.6803946,5040563.94570164
1005,0,299061.308089242,5042945.25915503
1006,0,299061.351638839,5043798.26919469
1007,0,299062.908742004,5043875.36792516
1008,0,299063.293941765,5043030.09170595
1009,1,299063.89779064,5043492.09481559
1010,1,299064.039719236,5040255.55989188
1011,0,299065.493461287,5040037.44562157
1012,0,299085.330908058,5041939.07424499
1013,0,299087.939104731,5042087.23316104
1014,0,299087.991747811,5043371.09485015
1015,0,299089.888036761,5044418.59310042
1016,1,299091.530102015,5040442.06097227
1017,0,299092.706573136,5042656.5885074
1018,0,299095.126830642,5041146.06817405
1019,1,299096.013926315,5041493.57887498
1020,0,299097.976767582,5043852.34731287
1021,1,299098.930908856,5040628.06895725
1022,0,299100.394146905,5043467.58825895
1023,1,299101.345849491,5040012.56019046
1024,1,299101.992918661,5043004.89490777
1025,0,299102.602186067,5043088.09392095
1026,0,299105.767241507,5040316.45276371
1027,3,299111.307132934,5040324.44932678
1028,0,299117.211602897,5042694.87570461
1029,0,299118.392356791,5043574.59255619
1030,0,299119.735608216,5041994.22146009
1031,0,299119.894209263,5040116.69534222
1032,0,299125.453604596,5043570.04063922
1033,0,299125.931432924,5040691.56422442
1034,1,299126.716939085,5041557.07276573
1035,1,299128.607755443,5042150.07980761
1036,1,299130.228533603,5040703.56673285
1037,0,299133.615601827,5041552.57355857
1038,0,299136.594535689,5043444.0888716
1039,0,299136.793000918,5043139.58956012
1040,1,299137.622020369,5041212.74977096
1041,1,299138.831698236,5040507.55999911
1042,0,299141.015690501,5043062.13365775
1043,1,299141.625167546,5043919.43271732
1044,0,299143.795801992,5041209.00808899
1045,0,299143.000640386,5042735.7328403
1046,0,299149.607872585,5039867.26697223
1047,0,299150.662927624,5042747.44826673
1048,1,299151.530012214,5040751.56369461
1049,0,299151.653125507,5042045.31317698
1050,0,299153.966294788,5040282.78313981
1051,0,299154.390816675,5043549.59303915
1052,0,299156.991620627,5040090.61575424
1053,0,299159.717695925,5040290.74929356
1054,0,299160.11673808,5041608.57195078
1055,1,299163.506553062,5042402.08000046
1056,0,299165.527455839,5040786.57090272
1057,1,299170.714386867,5042211.01064722
1058,0,299172.374251066,5039965.78036128
1059,0,299174.404994364,5043646.59279078
1060,1,299176.157407793,5043113.62248942
1061,0,299179.099532596,5043205.59299825
1062,1,299182.033444977,5040572.56241258
1063,0,299187.323843012,5043985.88091533
1064,0,299190.491360665,5043526.08908503
1065,0,299190.81375173,5041656.57618867
1066,1,299191.917578547,5041588.07474742
1067,0,299192.617224924,5042110.46462223
1068,0,299194.806959453,5042449.58159425
1069,0,299198.430960956,5040863.06232072
1070,0,299202.148639488,5042259.08861697
1071,0,299202.252114956,5039945.31602886
1072,0,299202.466314468,5042588.3247793
1073,0,299204.132357377,5040161.1903342
1074,0,299204.727028617,5043626.27818712
1075,1,299207.24780834,5040459.7006144
1076,0,299207.772826855,5044017.42988996
1077,0,299218.003045555,5042484.08691773
1078,0,299219.863323802,5043177.67829748
1079,0,299220.02155555,5041309.57314403
1080,1,299220.228639729,5040629.06219952
1081,0,299221.315595958,5041705.5721675
1082,0,299222.114418293,5041636.0762391
1083,0,299225.292485739,5042623.92399243
1084,0,299226.149645804,5040041.83967839
1085,0,299227.296513501,5043279.58908848
1086,1,299228.39974779,5044048.80684701
1087,0,299228.506319359,5042301.08216112
1088,3,299230.327771587,5040940.56862932
1089,0,299240.67081215,5044066.11530057
1090,0,299241.834694082,5041145.42520937
1091,1,299244.495139311,5040219.74970786
1092,1,299245.428209023,5040529.06740156
1093,0,299245.58596108,5043996.09502419
1094,0,299247.508564144,5041834.58102114
1095,0,299250.151671351,5040228.26186964
1096,0,299252.497189011,5042665.99617161
1097,0,299253.509964525,5041756.07599063
1098,1,299255.203974388,5042343.0811652
1099,0,299256.226713991,5040681.06944421
1100,0,299259.140539547,5042675.9141762
1101,0,299260.802806544,5042549.58215913
1102,0,299268.552961747,5041048.34083381
1103,0,299269.620348181,5041387.71454501
1104,2,299270.060155457,5043251.26499114
1105,0,299271.08857692,5040115.28586265
1106,0,299271.178662199,5044113.01098212
1107,1,299274.304054518,5043731.37540739
1108,0,299275.596130322,5043353.08955411
1109,0,299276.809156757,5044041.56230228
1110,1,299277.931235281,5040589.0605638
1111,0,299278.000916231,5044122.7370872
1112,0,299282.213820126,5041887.08020449
1113,0,299282.885491415,5042394.47063871
1114,0,299287.580363794,5040727.1720738
1115,1,299287.885232229,5041115.43992305
1116,0,299289.211044397,5041807.5797965
1117,0,299289.500011645,5042320.08569914
1118,2,299292.198414114,5041453.19030746
1119,0,299304.548389918,5042427.48534549
1120,1,299305.213394315,5042037.46711319
1121,0,299305.633410671,5040850.12650743
1122,1,299310.431205435,5040644.06060252
1123,0,299312.777975349,5040178.33817454
1124,0,299313.310310636,5041792.07557174
1125,0,299315.606494825,5041938.07883104
1126,0,299316.696801067,5044179.69115886
1127,0,299318.707353909,5040879.69847766
1128,0,299319.971823486,5043800.04345833
1129,0,299319.000253079,5043323.00344516
1130,0,299321.101350659,5042417.08122778
1131,0,299322.794835058,5042026.00912213
1132,0,299324.589741626,5044414.30649881
1133,3,299327.189416921,5041245.91499814
1134,0,299329.192521759,5043435.09601644
1135,0,299330.733614303,5040554.05922384
1136,1,299335.583592783,5043886.91697143
1137,0,299341.247262316,5040217.45538268
1138,1,299344.836511832,5040364.06623533
1139,0,299348.99636368,5039950.22800596
1140,0,299352.751789775,5042167.52692104
1141,0,299354.188342991,5043923.59528731
1142,0,299355.01398122,5040308.80567559
1143,0,299356.473476238,5041857.2768308
1144,0,299358.011276379,5042002.57525519
1145,0,299358.022567879,5041343.07502711
1146,0,299358.692424825,5044241.09797611
1147,0,299364.198422507,5042483.08022918
1148,0,299364.631186436,5040604.06975635
1149,0,299365.919708564,5043867.39343358
1150,0,299370.021107452,5040843.98897123
1151,0,299371.697029391,5043406.08966078
1152,2,299374.812453101,5041400.07257182
1153,0,299377.511287481,5040340.84726902
1154,0,299377.002649554,5042204.58164836
1155,0,299382.405609284,5041986.08380511
1156,0,299384.508292327,5043970.22219499
1157,0,299386.988176609,5042127.13812998
1158,0,299387.565154136,5043899.69720015
1159,0,299389.233304684,5040285.06659859
1160,0,299390.282263267,5040430.33126102
1161,0,299392.219132764,5041459.56968114
1162,0,299392.713599788,5044128.8739819
1163,0,299393.314729024,5042135.44071063
1164,0,299393.899713012,5042464.08836201
1165,0,299395.026796545,5044296.73392709
1166,0,299400.744825209,5040025.97494391
1167,0,299403.402588052,5042246.08676589
1168,0,299407.974972216,5041823.38669685
1169,1,299409.793409819,5040319.66167255
1170,1,299410.014868061,5041515.57237218
1171,0,299410.329959783,5040019.16648653
1172,1,299412.231533963,5040673.56473488
1173,0,299414.448574189,5042560.55135244
1174,0,299419.082920711,5043946.60870433
1175,1,299420.773344962,5040810.5052786
1176,0,299421.420069743,5042571.61495792
1177,1,299421.494582413,5043480.09852221
1178,0,299422.030319198,5040476.56178661
1179,0,299422.489261359,5043876.0996125
1180,0,299423.705047621,5041959.58450439
1181,0,299425.016246942,5041561.07171699
1182,1,299429.334864567,5040487.56034087
1183,0,299430.806134337,5044349.61294109
1184,0,299430.98737335,5040941.91860896
1185,0,299433.909405317,5041952.58397315
1186,0,299435.284278778,5044192.59833599
1187,0,299439.33384562,5042075.56548989
1188,0,299440.205552828,5042290.08617721
1189,1,299440.721266377,5041171.249369
1190,0,299443.398232353,5040870.54962401
1191,0,299444.892443828,5042540.85277766
1192,0,299447.216722666,5041629.57220304
1193,1,299448.207948006,5042217.08520503
1194,0,299452.033500241,5041823.56904348
1195,0,299452.057008893,5040386.81257438
1196,0,299453.320793648,5044386.12893122
1197,0,299453.627119669,5043923.44410677
1198,0,299456.891918368,5044003.04204518
1199,0,299457.090819793,5043532.59870078
1200,1,299461.334335815,5040537.064264
1201,1,299461.921609301,5040919.57095291
1202,0,299462.901941364,5042324.57870792
1203,0,299465.709068933,5041693.58147136
1204,0,299466.919968615,5041212.55493444
1205,0,299467.000864071,5040267.88050846
1206,0,299469.628994331,5040131.9687022
1207,0,299471.790257009,5044247.10134041
1208,0,299477.504490528,5042265.08591872
1209,0,299478.227654915,5040772.00313468
1210,0,299479.521723091,5041331.06931123
1211,0,299480.750976753,5040124.5897371
1212,1,299484.229923264,5040432.0617924
1213,0,299488.544657962,5040219.45060848
1214,0,299490.640287175,5041393.74254137
1215,0,299490.80136116,5042041.32351583
1216,0,299491.213735828,5041769.0764209
1217,0,299492.387061285,5043585.09525242
1218,0,299493.128670845,5041253.86096049
1219,0,299495.206558088,5044060.6791244
1220,0,299497.91254113,5041050.73565139
1221,0,299499.56631903,5039957.48509645
1222,0,299500.805441583,5042300.58652833
1223,0,299501.715387111,5040241.61240601
1224,0,299506.234544574,5040608.06737712
1225,0,299506.606337798,5042391.08553617
1226,0,299508.911169933,5041507.07154318
1227,0,299513.472401706,5040824.51642877
1228,0,299514.863161367,5040201.56596428
1229,0,299520.890101102,5041582.51169057
1230,0,299527.604585132,5040220.18612946
1231,1,299529.408242004,5041890.07578909
1232,2,299530.705350099,5041111.40252991
1233,0,299535.986637328,5040231.03353679
1234,0,299536.118327835,5043297.17424573
1235,0,299538.010393624,5040210.29310609
1236,1,299538.095290228,5043653.09459107
1237,0,299544.705943429,5042366.08162677
1238,0,299546.770495915,5040222.94877363
1239,0,299549.626950431,5040577.56102057
1240,1,299551.030802584,5041101.87045403
1241,0,299559.16460726,5042464.66906894
1242,0,299563.055159638,5041995.11885136
1243,0,299564.08581881,5041206.89717748
1244,0,299564.512953218,5042000.0280925
1245,0,299566.584334742,5042006.49436154
1246,0,299566.652455852,5042006.44923522
1247,0,299568.723944565,5040710.56877158
1248,0,299569.670949893,5041863.92957008
1249,0,299569.797601416,5042016.52527405
1250,0,299569.837647124,5042016.50011187
1251,0,299572.355209164,5042024.50940426
1252,0,299573.473302012,5040370.45053474
1253,3,299574.113463913,5042030.07269928
1254,0,299576.18730296,5044180.60396016
1255,0,299576.893335596,5043841.59482034
1256,0,299576.973997149,5040295.88498698
1257,0,299583.017205606,5041262.57116145
1258,0,299582.997576648,5041189.28596352
1259,1,299584.193451911,5043721.10166839
1260,0,299585.594101049,5043372.09894073
1261,0,299586.338161333,5040285.57436817
1262,2,299592.48115708,5042440.54831542
1263,0,299597.219925447,5041326.07501198
1264,0,299598.396624053,5041178.28911428
1265,0,299600.994950235,5042452.46251194
1266,0,299601.2615749,5042116.73929628
1267,0,299603.066332221,5040766.64315663
1268,0,299604.412315206,5040352.6158626
1269,0,299607.227961976,5040686.56413313
1270,0,299615.693484495,5044239.10575785
1271,0,299618.022432895,5040347.73144091
1272,1,299620.490915606,5041057.46020667
1273,0,299621.715090764,5041432.5726607
1274,0,299620.995666791,5043423.59957574
1275,0,299628.122505535,5041680.05399766
1276,0,299628.42895491,5040808.0706623
1277,0,299629.604838069,5040141.20429367
1278,0,299631.505458827,5042216.08436665
1279,0,299637.008998497,5042232.58455092
1280,2,299638.114926118,5041506.07248382
1281,0,299638.38884909,5043801.60448743
1282,0,299639.36892556,5040153.78553062
1283,0,299642.271288215,5041742.76508381
1284,0,299645.808716773,5043960.81072015
1285,0,299646.04835451,5042521.43216361
1286,0,299647.999266021,5042404.58922055
1287,1,299656.391793916,5043476.10059104
1288,0,299656.832742377,5044301.08394923
1289,0,299665.900545348,5042320.08098352
1290,0,299670.362569313,5041138.18529578
1291,3,299673.014823673,5041649.57554731
1292,0,299674.889793822,5043857.09769062
1293,0,299676.944094312,5040490.18443065
1294,1,299678.304180756,5042385.08442704
1295,0,299679.40098388,5042455.58745078
1296,0,299681.049858397,5040217.24760551
1297,3,299682.199983838,5042518.58325718
1298,0,299685.110855882,5041703.07773525
1299,0,299686.35155093,5044019.39957879
1300,0,299688.776373447,5042572.66527643
1301,1,299691.005004526,5040480.44757359
1302,0,299691.110313885,5041729.57647577
1303,0,299695.435573109,5041187.30437392
1304,1,299702.0928077,5043543.59919013
1305,0,299702.810645497,5041778.57797069
1306,0,299704.558076716,5040106.46973006
1307,0,299704.738203144,5042656.90232828
1308,0,299708.608907726,5042292.08465331
1309,3,299712.685698879,5043913.60037769
1310,0,299715.31154809,5041833.07920736
1311,1,299719.155402625,5040461.66557105
1312,0,299723.500202196,5040277.65282975
1313,0,299724.95289104,5042746.19579293
1314,0,299728.187455683,5044084.1010179
1315,2,299729.377416479,5041238.7679087
1316,0,299735.687336915,5040981.16913128
1317,1,299737.864428314,5040596.82685082
1318,4,299738.211602077,5041903.58277426
1319,0,299741.999136998,5042827.93067475
1320,0,299747.619090775,5041087.57553466
1321,0,299748.591792619,5043611.59437244
1322,0,299750.954029594,5040587.76624714
1323,0,299753.735045065,5043974.91391291
1324,0,299754.811327293,5041944.0817815
1325,0,299767.791909796,5040427.39524186
1326,0,299771.89063462,5043596.09350237
1327,0,299776.514589129,5040569.60690233
1328,2,299777.303156434,5041999.57769142
1329,1,299783.226455741,5043013.61847647
1330,0,299783.667667832,5040258.47557466
1331,0,299783.760515469,5040644.39107631
1332,0,299786.658323696,5041062.14424629
1333,0,299786.893550079,5041575.86578991
1334,0,299793.613329405,5041195.92108022
1335,0,299796.550446261,5040700.23583963
1336,0,299797.203938197,5042307.91031761
1337,0,299798.693734499,5044039.59720615
1338,1,299801.71038075,5042056.08127215
1339,1,299806.747157045,5043116.2505973
1340,0,299809.700412221,5040691.60822753
1341,1,299813.119834264,5041107.57414874
1342,0,299824.705156793,5042111.07976564
1343,0,299826.200925074,5040536.45490636
1344,0,299826.387898443,5043678.10083526
1345,0,299828.081613503,5043212.16928881
1346,0,299828.600243608,5042358.58803991
1347,0,299841.186468261,5044104.59865363
1348,2,299841.500341691,5043273.99725936
1349,0,299841.995249061,5040376.14656856
1350,0,299845.626515738,5041159.57273403
1351,0,299846.101374033,5042165.58533196
1352,0,299847.22978502,5041535.60318966
1353,0,299853.561961155,5041681.53952199
1354,0,299857.202021278,5042558.08998637
1355,0,299857.393995605,5043345.21352427
1356,1,299858.108943653,5042193.08777793
1357,0,299863.228498313,5040415.74518049
1358,0,299866.718019594,5041275.57129013
1359,0,299875.911858884,5043429.35707017
1360,0,299878.223088615,5041211.57541622
1361,0,299878.784981909,5044166.1055364
1362,0,299879.54041713,5042593.41675103
1363,2,299881.908002174,5042251.08469109
1364,0,299888.773825036,5041346.59652422
1365,1,299895.693333195,5043516.07967738
1366,0,299896.896424939,5041504.2111092
1367,0,299900.122427361,5040485.90377536
1368,0,299901.322865465,5041249.07778742
1369,0,299901.746480843,5041849.33114456
1370,0,299902.513322544,5042631.0737833
1371,0,299904.675882781,5040871.43231168
1372,1,299905.90818027,5042307.07953634
1373,0,299907.072286408,5041334.33061944
1374,0,299908.201761251,5041045.41738638
1375,0,299908.67480781,5041404.71605165
1376,1,299917.934791612,5040862.60951274
1377,0,299919.103183646,5042517.08773015
1378,0,299919.171547875,5043617.44939876
1379,0,299921.960490093,5040258.15298726
1380,0,299927.306329999,5042357.58279703
1381,0,299930.478885004,5040543.59783803
1382,1,299931.131577272,5041898.90663066
1383,0,299933.518691549,5042792.24171494
1384,0,299934.384969676,5043683.60175906
1385,0,299938.428497214,5040365.90259833
1386,0,299939.920997501,5041312.57015824
1387,0,299943.328305951,5041094.81340876
1388,0,299945.460377686,5041019.97514469
1389,0,299946.604876295,5042404.08821444
1390,0,299948.986996364,5043751.09719805
1391,0,299950.561832324,5041467.39744484
1392,0,299952.328615889,5040393.15056358
1393,0,299956.023896814,5040593.33850039
1394,0,299956.581013998,5040952.10957611
1395,0,299957.399476501,5042794.08801855
1396,0,299962.301899875,5043016.5877561
1397,1,299962.840029909,5041609.76172811
1398,0,299965.658627725,5042588.45703212
1399,0,299968.685945942,5043838.09639701
1400,0,299969.034664808,5040382.3452426
1401,0,299969.457320676,5041947.70792907
1402,0,299969.787726515,5040943.55455701
1403,0,299971.748002909,5042015.9436062
1404,0,299972.022465342,5041363.57976943
1405,0,299973.885923335,5040435.7456834
1406,0,299977.390653274,5041072.10755712
1407,0,299977.4154234,5042476.89287232
1408,0,299978.838597723,5040628.0861011
1409,0,299979.700734207,5041147.39797805
1410,0,299980.133337364,5040375.16672181
1411,0,299981.400430723,5040996.24401281
1412,0,299987.934618921,5041653.56865577
1413,0,299989.192382978,5043925.60265006
1414,0,299989.514536188,5040369.09904746
1415,0,299991.905181578,5040423.54094039
1416,1,299994.880840478,5040987.39124658
1417,0,299995.753292576,5040429.87228058
1418,0,299996.230179307,5040927.56651203
1419,0,299996.8112591,5041587.08166204
1420,0,300000.07633084,5041184.51629408
1421,0,300001.597045289,5040417.39880966
1422,0,300001.988527374,5040708.49637244
1423,0,300002.112230667,5041998.21258186
1424,0,300002.309191717,5042064.08169613
1425,0,300004.035443004,5040492.48973747
1426,0,300004.966385202,5040424.00880617
1427,0,300006.865361837,5041545.75346032
1428,0,300006.956307974,5041341.95412255
1429,1,300007.484655859,5041724.02983629
1430,0,300009.285949973,5044002.60364528
1431,0,300010.360109789,5041428.40113497
1432,1,300011.293230033,5042559.26280152
1433,0,300012.313963095,5040414.72933062
1434,0,300013.628919426,5041047.97972076
1435,0,300015.4060347,5042452.08399975
1436,1,300018.611042445,5042087.5868068
1437,0,300019.795265833,5043156.59664522
1438,0,300024.529601415,5040548.56465062
1439,1,300026.316454798,5041712.57861431
1440,0,300027.655350199,5041039.22181749
1441,0,300031.400522563,5041834.03348728
1442,0,300032.142138869,5041253.25494608
1443,0,300037.423834851,5040487.68407615
1444,0,300039.803918031,5042343.08592958
1445,0,300040.434852122,5040586.06991012
1446,0,300041.642508506,5043534.81330617
