"Mode","Motif","HeureDep","ArrondDep","LogDist","Duree","MemeArrond","Semaine","Jour"
"transport collectif","travail","11","Ville-Marie",0.607155604277677,49.5333333333333,"Meme","lundi au vendredi","lundi"
"pieton","travail","11","Le Plateau-Mont-Royal",-0.131096056553701,12.8,"Meme","lundi au vendredi","lundi"
"transport collectif","travail","11","Villeray-Saint-Michel-Parc-Extension",-0.554064596431196,42.5333333333333,"Meme","lundi au vendredi","lundi"
"pieton","travail","11","Rosemont-La Petite-Patrie",-1.1568355036234,5.4,"Meme","lundi au vendredi","lundi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",1.15969419077513,42.6833333333333,"Meme","lundi au vendredi","lundi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",1.76662505488734,29.5166666666667,"Different","lundi au vendredi","lundi"
"transport collectif","travail","11","Mercier-Hochelaga-Maisonneuve",-0.721579100559636,11.05,"Meme","lundi au vendredi","lundi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.56358258980229,36.75,"Different","lundi au vendredi","lundi"
"velo","travail","12","Le Plateau-Mont-Royal",1.29391467610025,30.1333333333333,"Different","lundi au vendredi","lundi"
"velo","travail","12","Mercier-Hochelaga-Maisonneuve",1.90976871505145,23.5,"Different","lundi au vendredi","lundi"
"velo","travail","13","Rosemont-La Petite-Patrie",0.20746562907599,14.0666666666667,"Different","lundi au vendredi","lundi"
"vehicule individuel","loisir","13","Mercier-Hochelaga-Maisonneuve",0.811644231746994,13.6666666666667,"Meme","lundi au vendredi","lundi"
"pieton","travail","15","Ville-Marie",-1.3593560674221,2.31666666666667,"Meme","lundi au vendredi","lundi"
"vehicule individuel","travail","15","Cote-des-Neiges-Notre-Dame-de-Grace",-0.963672644004239,24.5666666666667,"Meme","lundi au vendredi","lundi"
"velo","travail","15","Villeray-Saint-Michel-Parc-Extension",0.675973119882238,20.2833333333333,"Different","lundi au vendredi","lundi"
"pieton","loisir","16","Ville-Marie",-1.10149578225478,27.8,"Meme","lundi au vendredi","lundi"
"pieton","travail","16","Ville-Marie",-1.16694509835081,11.8333333333333,"Meme","lundi au vendredi","lundi"
"vehicule individuel","travail","16","Mercier-Hochelaga-Maisonneuve",-0.868278662183893,23.3333333333333,"Meme","lundi au vendredi","lundi"
"pieton","magasinage","17","Ville-Marie",-0.969086389703523,18.7833333333333,"Meme","lundi au vendredi","lundi"
"pieton","magasinage","17","Ville-Marie",-1.37835459465612,3.61666666666667,"Meme","lundi au vendredi","lundi"
"pieton","travail","17","Ville-Marie",-1.3593560674221,5.08333333333333,"Meme","lundi au vendredi","lundi"
"velo","travail","18","Le Plateau-Mont-Royal",-0.424145074459959,14.1166666666667,"Meme","lundi au vendredi","lundi"
"velo","magasinage","20","Ville-Marie",1.74678290717729,29.05,"Different","lundi au vendredi","lundi"
"velo","loisir","20","Cote-des-Neiges-Notre-Dame-de-Grace",0.924954208954824,32.2,"Meme","lundi au vendredi","lundi"
"velo","magasinage","20","Rosemont-La Petite-Patrie",-0.989727609804949,1.83333333333333,"Meme","lundi au vendredi","lundi"
"vehicule individuel","magasinage","20","Mont-Royal",-0.89447873732552,3.1,"Meme","lundi au vendredi","lundi"
"vehicule individuel","magasinage","21","Mont-Royal",-0.136739200949383,15.4,"Meme","lundi au vendredi","lundi"
"pieton","loisir","21","Ville-Marie",1.09624605739263,33.6833333333333,"Different","lundi au vendredi","lundi"
"transport collectif","education","21","Cote-des-Neiges-Notre-Dame-de-Grace",-0.811084396261641,6.28333333333333,"Meme","lundi au vendredi","lundi"
"vehicule individuel","magasinage","21","Riviere-des-Prairies-Pointe-aux-Trembles",-0.124841709046981,9.3,"Meme","lundi au vendredi","lundi"
"vehicule individuel","loisir","7","Mont-Royal",2.40703425373288,42.6666666666667,"Different","lundi au vendredi","mardi"
"velo","travail","9","Le Plateau-Mont-Royal",0.415374148257446,5.25,"Different","lundi au vendredi","mardi"
"velo","magasinage","9","Ville-Marie",0.187569947075053,13.8666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","9","Rosemont-La Petite-Patrie",0.402965384371047,5.26666666666667,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","10","Riviere-des-Prairies-Pointe-aux-Trembles",1.85713169889365,47.0333333333333,"Different","lundi au vendredi","mardi"
"transport collectif","travail","10","Le Sud-Ouest",-0.832715106630599,32.8166666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","10","Saint-Laurent",2.33011397131378,46.65,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","10","LaSalle",2.85427558596355,37.1666666666667,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","10","Verdun",2.50888810101834,28.5,"Different","lundi au vendredi","mardi"
"transport collectif","travail","10","Verdun",-1.05909164670852,45,"Meme","lundi au vendredi","mardi"
"velo","travail","10","LaSalle",2.03600546369961,41.9833333333333,"Different","lundi au vendredi","mardi"
"velo","travail","10","Rosemont-La Petite-Patrie",1.707068805491,30.5,"Different","lundi au vendredi","mardi"
"vehicule individuel","loisir","10","Le Plateau-Mont-Royal",1.92016815267919,23.35,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","10","Lachine",1.59995224654004,32.6333333333333,"Different","lundi au vendredi","mardi"
"transport collectif","travail","11","Ville-Marie",1.95295746032695,20.5166666666667,"Different","lundi au vendredi","mardi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",2.12316495818343,47.5333333333333,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","11","Le Plateau-Mont-Royal",1.95667899245606,36.7333333333333,"Different","lundi au vendredi","mardi"
"velo","travail","11","Le Plateau-Mont-Royal",0.487497477833089,24.9,"Different","lundi au vendredi","mardi"
"velo","travail","11","Le Plateau-Mont-Royal",-0.69313363933198,13.6,"Meme","lundi au vendredi","mardi"
"transport collectif","education","11","Riviere-des-Prairies-Pointe-aux-Trembles",0.207894246311253,63.95,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","11","Westmount",1.58442729644829,13.2,"Different","lundi au vendredi","mardi"
"transport collectif","travail","11","Ville-Marie",-1.11540777193672,43.65,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","11","Le Plateau-Mont-Royal",-1.4867487122106,27.65,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","11","Mercier-Hochelaga-Maisonneuve",-0.595596729323411,33.7166666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","11","Villeray-Saint-Michel-Parc-Extension",1.74177511144463,23.3,"Different","lundi au vendredi","mardi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.5621798460007,30.15,"Different","lundi au vendredi","mardi"
"velo","travail","11","Villeray-Saint-Michel-Parc-Extension",1.92347036386457,46.9333333333333,"Different","lundi au vendredi","mardi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",0.861810918385979,35.3833333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","11","Villeray-Saint-Michel-Parc-Extension",1.17123461312568,9.9,"Different","lundi au vendredi","mardi"
"velo","travail","11","Villeray-Saint-Michel-Parc-Extension",0.557839049436175,18.1166666666667,"Different","lundi au vendredi","mardi"
"pieton","travail","11","Rosemont-La Petite-Patrie",-1.1568355036234,5.41666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.82688127674558,38.8166666666667,"Different","lundi au vendredi","mardi"
"transport collectif","travail","11","Mercier-Hochelaga-Maisonneuve",2.08892826884729,48.3333333333333,"Different","lundi au vendredi","mardi"
"transport collectif","travail","11","Villeray-Saint-Michel-Parc-Extension",-1.42137589393228,3.58333333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","magasinage","11","LaSalle",0.977226550373862,17.6166666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","11","LaSalle",2.25538654161554,49.9833333333333,"Different","lundi au vendredi","mardi"
"velo","travail","11","Le Plateau-Mont-Royal",1.86416041577926,26.5833333333333,"Different","lundi au vendredi","mardi"
"transport collectif","travail","11","Villeray-Saint-Michel-Parc-Extension",0.266217792254059,13.5166666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","11","Ahuntsic-Cartierville",-0.401147488747835,56.8166666666667,"Different","lundi au vendredi","mardi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.54343213473869,20.2,"Different","lundi au vendredi","mardi"
"velo","travail","11","Ville-Marie",0.0924819462405158,14.3666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","11","Le Plateau-Mont-Royal",1.81523375684425,45.8666666666667,"Different","lundi au vendredi","mardi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",1.54395284948876,23.1166666666667,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","11","Le Plateau-Mont-Royal",1.51076140475811,22.7,"Different","lundi au vendredi","mardi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.2940189644906,21.9666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","11","Ahuntsic-Cartierville",2.18808454039876,33.0666666666667,"Different","lundi au vendredi","mardi"
"velo","travail","11","Ahuntsic-Cartierville",1.89449243755792,47.1833333333333,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","11","Lachine",1.83586236556242,20.6833333333333,"Different","lundi au vendredi","mardi"
"velo","travail","11","Ville-Marie",0.610001280427489,11.8,"Meme","lundi au vendredi","mardi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",1.78291599627612,31.2833333333333,"Different","lundi au vendredi","mardi"
"velo","travail","11","Verdun",2.12976322406123,46.35,"Different","lundi au vendredi","mardi"
"velo","travail","11","Ville-Marie",-1.11428084970421,2.11666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","11","Mercier-Hochelaga-Maisonneuve",0.537115394500953,45.5833333333333,"Different","lundi au vendredi","mardi"
"transport collectif","travail","11","Mercier-Hochelaga-Maisonneuve",-0.00542998713742428,53.9,"Meme","lundi au vendredi","mardi"
"velo","travail","11","Le Plateau-Mont-Royal",-0.59614059871138,3.73333333333333,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","11","Le Sud-Ouest",0.736544560011518,24,"Different","lundi au vendredi","mardi"
"velo","travail","11","Ville-Marie",1.39619191843844,26.4166666666667,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","11","Villeray-Saint-Michel-Parc-Extension",1.09327429476067,9.01666666666667,"Different","lundi au vendredi","mardi"
"velo","travail","11","LaSalle",2.02248391715746,27.1,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","11","Rosemont-La Petite-Patrie",0.32445194300246,8.36666666666667,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","11","Ville-Marie",0.534280779141307,27.3833333333333,"Meme","lundi au vendredi","mardi"
"velo","travail","11","Ville-Marie",0.203189403582755,9.75,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","12","Le Plateau-Mont-Royal",0.682767989764937,77.95,"Different","lundi au vendredi","mardi"
"velo","travail","12","Mercier-Hochelaga-Maisonneuve",1.57058747947407,26.4666666666667,"Different","lundi au vendredi","mardi"
"transport collectif","education","12","Cote-des-Neiges-Notre-Dame-de-Grace",-1.04285467640402,7.41666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","12","Ville-Marie",-1.09125210734512,25.65,"Meme","lundi au vendredi","mardi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.54677078791795,23.6,"Different","lundi au vendredi","mardi"
"velo","travail","12","Le Plateau-Mont-Royal",1.64182258198769,37.6,"Different","lundi au vendredi","mardi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.73318561380372,28.35,"Different","lundi au vendredi","mardi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.23253773082672,16.7333333333333,"Different","lundi au vendredi","mardi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.30282545177153,11.5833333333333,"Different","lundi au vendredi","mardi"
"transport collectif","travail","12","Rosemont-La Petite-Patrie",0.160928658174378,8.83333333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","12","Le Plateau-Mont-Royal",2.60319453370332,28.6166666666667,"Different","lundi au vendredi","mardi"
"velo","travail","12","Le Sud-Ouest",1.0039848270352,20.0666666666667,"Different","lundi au vendredi","mardi"
"transport collectif","travail","12","Le Plateau-Mont-Royal",-0.695189347687017,22.8,"Meme","lundi au vendredi","mardi"
"velo","education","12","Cote-des-Neiges-Notre-Dame-de-Grace",1.34508256699791,17.3666666666667,"Different","lundi au vendredi","mardi"
"transport collectif","travail","12","Le Plateau-Mont-Royal",0.545045164285812,16.05,"Meme","lundi au vendredi","mardi"
"velo","travail","12","Mercier-Hochelaga-Maisonneuve",1.85818683588936,23.6666666666667,"Different","lundi au vendredi","mardi"
"velo","travail","12","Le Plateau-Mont-Royal",0.847680132182182,25.1166666666667,"Different","lundi au vendredi","mardi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.74666750489882,40.4,"Different","lundi au vendredi","mardi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.6905714758084,39.2666666666667,"Different","lundi au vendredi","mardi"
"velo","travail","12","Le Plateau-Mont-Royal",1.34547168622703,23.5833333333333,"Different","lundi au vendredi","mardi"
"velo","travail","12","Mercier-Hochelaga-Maisonneuve",1.94153667313666,57.2,"Different","lundi au vendredi","mardi"
"velo","travail","12","Le Plateau-Mont-Royal",1.66067060753804,27.5666666666667,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","12","Ville-Marie",1.130747183897,17.9,"Different","lundi au vendredi","mardi"
"velo","travail","12","Mercier-Hochelaga-Maisonneuve",-0.240945513111902,47.2833333333333,"Different","lundi au vendredi","mardi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.82169197273903,43.0833333333333,"Different","lundi au vendredi","mardi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.91063729231058,29.7,"Different","lundi au vendredi","mardi"
"vehicule individuel","magasinage","12","LaSalle",0.0824492627421164,13.2166666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.10241240811976,48.8333333333333,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","12","Le Sud-Ouest",1.85053550637414,35.7333333333333,"Different","lundi au vendredi","mardi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.81571648340764,41.55,"Different","lundi au vendredi","mardi"
"velo","travail","12","Rosemont-La Petite-Patrie",0.257560268376428,11.1666666666667,"Different","lundi au vendredi","mardi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.86659227958194,28.2333333333333,"Different","lundi au vendredi","mardi"
"transport collectif","travail","12","Le Sud-Ouest",2.06864422615668,38.1833333333333,"Different","lundi au vendredi","mardi"
"velo","travail","12","Le Plateau-Mont-Royal",0.516525058678369,16,"Different","lundi au vendredi","mardi"
"velo","travail","12","Ahuntsic-Cartierville",0.870099293267271,16.2666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.79518727847314,40.0666666666667,"Different","lundi au vendredi","mardi"
"transport collectif","education","12","Pierrefonds-Roxboro",-0.420591276220942,32.1833333333333,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","12","Rosemont-La Petite-Patrie",-0.85172497817843,23.1,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","12","Ville-Marie",-0.0515646280984213,34.5333333333333,"Different","lundi au vendredi","mardi"
"pieton","travail","12","Ahuntsic-Cartierville",-0.662941904244305,34.9,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","12","Villeray-Saint-Michel-Parc-Extension",-1.30405673030261,16.7833333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","12","Verdun",0.558471532614599,43.5666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","12","Ahuntsic-Cartierville",2.2760898468709,44.7833333333333,"Different","lundi au vendredi","mardi"
"velo","travail","12","Westmount",2.13787336602349,33.3,"Different","lundi au vendredi","mardi"
"transport collectif","travail","12","Mercier-Hochelaga-Maisonneuve",-1.11227343769707,9.25,"Meme","lundi au vendredi","mardi"
"pieton","travail","12","Ville-Marie",-0.501819520047933,9.4,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","13","Ville-Marie",-1.0194483105995,18.6333333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","13","Villeray-Saint-Michel-Parc-Extension",2.47488871765643,19.25,"Different","lundi au vendredi","mardi"
"velo","travail","13","Le Plateau-Mont-Royal",1.18940345153397,23.1666666666667,"Different","lundi au vendredi","mardi"
"velo","travail","13","Le Plateau-Mont-Royal",1.41480558929983,29.7,"Different","lundi au vendredi","mardi"
"velo","travail","13","Rosemont-La Petite-Patrie",1.64330015121246,33.4166666666667,"Different","lundi au vendredi","mardi"
"transport collectif","travail","13","Rosemont-La Petite-Patrie",-1.23179095765143,34.4833333333333,"Meme","lundi au vendredi","mardi"
"velo","travail","13","Rosemont-La Petite-Patrie",1.41381077238278,24.5666666666667,"Different","lundi au vendredi","mardi"
"velo","travail","13","Rosemont-La Petite-Patrie",-0.538972516280518,15.6166666666667,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","13","Saint-Laurent",2.52555342306795,18.8666666666667,"Different","lundi au vendredi","mardi"
"transport collectif","travail","13","Cote-des-Neiges-Notre-Dame-de-Grace",-1.06829029046435,7.21666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","13","Le Sud-Ouest",1.4882191389219,22.6166666666667,"Different","lundi au vendredi","mardi"
"velo","travail","13","Rosemont-La Petite-Patrie",1.65695631790754,26.25,"Different","lundi au vendredi","mardi"
"velo","travail","13","Le Sud-Ouest",0.98713057776577,13.2833333333333,"Meme","lundi au vendredi","mardi"
"velo","travail","13","Le Plateau-Mont-Royal",0.507830987581031,19.9166666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","magasinage","13","Saint-Leonard",1.87412682738256,21.5,"Different","lundi au vendredi","mardi"
"velo","travail","13","Ville-Marie",-0.134243097980694,12.9833333333333,"Meme","lundi au vendredi","mardi"
"velo","travail","13","Le Sud-Ouest",0.717994778611337,23.0666666666667,"Different","lundi au vendredi","mardi"
"velo","travail","13","Le Plateau-Mont-Royal",0.186823010551176,9.83333333333333,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","13","Cote-des-Neiges-Notre-Dame-de-Grace",0.122955332615102,6.96666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","13","Villeray-Saint-Michel-Parc-Extension",1.25924075002255,19.25,"Different","lundi au vendredi","mardi"
"transport collectif","travail","13","Le Plateau-Mont-Royal",-0.290877745835723,23.1,"Meme","lundi au vendredi","mardi"
"velo","loisir","13","Le Plateau-Mont-Royal",0.540749346364864,28.2666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","13","Le Plateau-Mont-Royal",0.496790230547509,20.5333333333333,"Different","lundi au vendredi","mardi"
"velo","travail","13","Le Plateau-Mont-Royal",0.993729722620462,14.4833333333333,"Different","lundi au vendredi","mardi"
"velo","travail","13","Le Plateau-Mont-Royal",-0.344859046429961,18.2,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","14","Le Plateau-Mont-Royal",-1.35790012298545,13.5333333333333,"Meme","lundi au vendredi","mardi"
"velo","travail","14","Ville-Marie",0.882833075314136,14.65,"Different","lundi au vendredi","mardi"
"velo","travail","14","Le Plateau-Mont-Royal",1.53566640855375,43.6,"Different","lundi au vendredi","mardi"
"velo","travail","14","Le Plateau-Mont-Royal",-0.339271107083702,23.7833333333333,"Meme","lundi au vendredi","mardi"
"pieton","travail","14","Ville-Marie",-1.16981634680455,4.83333333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","14","Le Sud-Ouest",1.39517838379263,71.5166666666667,"Different","lundi au vendredi","mardi"
"velo","loisir","14","Le Plateau-Mont-Royal",1.2201212686642,21.2,"Different","lundi au vendredi","mardi"
"pieton","loisir","14","Rosemont-La Petite-Patrie",-0.396507994848752,43.9,"Different","lundi au vendredi","mardi"
"velo","travail","14","Le Plateau-Mont-Royal",0.974193654743216,11.2333333333333,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","14","Mercier-Hochelaga-Maisonneuve",1.98343940224104,11.65,"Different","lundi au vendredi","mardi"
"velo","loisir","14","Ville-Marie",0.286452512294071,9.2,"Different","lundi au vendredi","mardi"
"pieton","travail","14","Ville-Marie",-1.19621199521954,3.35,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","15","Cote-des-Neiges-Notre-Dame-de-Grace",-0.472522338266874,2.93333333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","15","Cote-des-Neiges-Notre-Dame-de-Grace",-1.03138913706183,3.11666666666667,"Meme","lundi au vendredi","mardi"
"pieton","loisir","15","Ville-Marie",-1.19794439137179,25.4833333333333,"Meme","lundi au vendredi","mardi"
"pieton","travail","15","Ville-Marie",-1.16324276600389,6.03333333333333,"Meme","lundi au vendredi","mardi"
"pieton","travail","15","Rosemont-La Petite-Patrie",-0.43623772341575,12.3,"Different","lundi au vendredi","mardi"
"transport collectif","education","15","Ville-Marie",-1.27103643943443,5.06666666666667,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","15","Riviere-des-Prairies-Pointe-aux-Trembles",-1.1245791491657,8.71666666666667,"Meme","lundi au vendredi","mardi"
"pieton","travail","15","Mercier-Hochelaga-Maisonneuve",-0.992732351871503,4.21666666666667,"Meme","lundi au vendredi","mardi"
"velo","education","15","Le Plateau-Mont-Royal",0.580065986046159,7.55,"Different","lundi au vendredi","mardi"
"velo","loisir","15","Rosemont-La Petite-Patrie",0.555477100187925,13.1833333333333,"Meme","lundi au vendredi","mardi"
"pieton","loisir","15","Ville-Marie",-0.773276953033777,10.7166666666667,"Meme","lundi au vendredi","mardi"
"pieton","travail","15","Ville-Marie",-0.721912847189859,7.18333333333333,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","15","Ville-Marie",-1.47674090050061,54.2333333333333,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","15","Ville-Marie",-0.936665850203256,10.3,"Meme","lundi au vendredi","mardi"
"velo","magasinage","15","Ville-Marie",0.895775393798306,12.4833333333333,"Different","lundi au vendredi","mardi"
"pieton","travail","15","Cote-des-Neiges-Notre-Dame-de-Grace",-1.09866871623939,19.05,"Meme","lundi au vendredi","mardi"
"velo","loisir","15","Ville-Marie",1.06458399731643,24.3166666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","15","LaSalle",0.256214840614504,4.16666666666667,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","15","Cote-des-Neiges-Notre-Dame-de-Grace",-1.09866871623939,18.3166666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","15","Rosemont-La Petite-Patrie",1.11895563026076,25.2166666666667,"Different","lundi au vendredi","mardi"
"velo","travail","15","Mercier-Hochelaga-Maisonneuve",1.68598960825967,23.45,"Different","lundi au vendredi","mardi"
"transport collectif","travail","15","Ville-Marie",1.0751140975549,25.5333333333333,"Meme","lundi au vendredi","mardi"
"velo","loisir","15","Ville-Marie",0.401142370479547,30.2666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","loisir","15","Rosemont-La Petite-Patrie",-0.584813488545177,10.3333333333333,"Meme","lundi au vendredi","mardi"
"pieton","loisir","15","Rosemont-La Petite-Patrie",-0.89578623262938,6.51666666666667,"Meme","lundi au vendredi","mardi"
"pieton","travail","16","Ville-Marie",-1.36403852256771,4.3,"Meme","lundi au vendredi","mardi"
"velo","magasinage","16","Mercier-Hochelaga-Maisonneuve",0.00588156280433048,16.6666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","magasinage","16","Le Plateau-Mont-Royal",1.34598439173951,13.7333333333333,"Different","lundi au vendredi","mardi"
"pieton","travail","16","Ville-Marie",-0.936189180731419,7.13333333333333,"Meme","lundi au vendredi","mardi"
"pieton","loisir","16","Villeray-Saint-Michel-Parc-Extension",-1.33748853267706,5.73333333333333,"Meme","lundi au vendredi","mardi"
"pieton","loisir","16","Ville-Marie",-1.53600370793074,5.45,"Meme","lundi au vendredi","mardi"
"pieton","loisir","16","Ville-Marie",-0.86222375450583,5.46666666666667,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","16","Mercier-Hochelaga-Maisonneuve",0.00421950354293543,27.2666666666667,"Meme","lundi au vendredi","mardi"
"pieton","loisir","16","Le Sud-Ouest",-0.849314559659913,4.13333333333333,"Meme","lundi au vendredi","mardi"
"velo","loisir","16","Ville-Marie",-0.0802541751766186,5.08333333333333,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","16","Ville-Marie",-0.852271153168638,4.73333333333333,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","16","Rosemont-La Petite-Patrie",0.00777153449755731,24.8666666666667,"Different","lundi au vendredi","mardi"
"velo","magasinage","16","Ville-Marie",-0.944493635704696,7.31666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","16","Ville-Marie",-0.632123856966646,12.2666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","16","Saint-Laurent",0.941288803618134,14.1666666666667,"Different","lundi au vendredi","mardi"
"pieton","loisir","16","Cote-des-Neiges-Notre-Dame-de-Grace",-0.906407549379762,41.4333333333333,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","16","Ville-Marie",-0.4505565362157,13.5166666666667,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","16","Ville-Marie",-1.5005054319886,3.98333333333333,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","16","Cote-des-Neiges-Notre-Dame-de-Grace",-1.37760942881182,48.1333333333333,"Meme","lundi au vendredi","mardi"
"velo","travail","17","Le Plateau-Mont-Royal",1.11917933248982,26.15,"Different","lundi au vendredi","mardi"
"pieton","loisir","17","Ville-Marie",-1.14716943221239,6.6,"Meme","lundi au vendredi","mardi"
"vehicule individuel","magasinage","17","Le Plateau-Mont-Royal",1.44296166692672,23.1333333333333,"Different","lundi au vendredi","mardi"
"pieton","loisir","17","Ville-Marie",-1.15258282234987,9.46666666666667,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","17","Ville-Marie",-1.25289495331088,20.1666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","17","Ville-Marie",-0.929068481085333,9.16666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","17","Pierrefonds-Roxboro",2.82592712407782,32.65,"Different","lundi au vendredi","mardi"
"transport collectif","magasinage","17","Ville-Marie",-0.837747027351962,37.9833333333333,"Meme","lundi au vendredi","mardi"
"velo","magasinage","17","Le Plateau-Mont-Royal",0.770509396749748,20.4666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","magasinage","17","Riviere-des-Prairies-Pointe-aux-Trembles",-0.000990853822173886,32.3666666666667,"Different","lundi au vendredi","mardi"
"velo","magasinage","17","Ville-Marie",1.099129331018,33.2166666666667,"Different","lundi au vendredi","mardi"
"pieton","travail","17","Mercier-Hochelaga-Maisonneuve",-0.903904894864851,26.1833333333333,"Different","lundi au vendredi","mardi"
"pieton","travail","17","Le Sud-Ouest",-1.17328448178725,4.33333333333333,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","17","Ville-Marie",-0.676543319933742,10.5833333333333,"Meme","lundi au vendredi","mardi"
"transport collectif","education","17","Ville-Marie",-1.34261660565103,6.31666666666667,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","17","Ville-Marie",-1.23187564180358,4.2,"Meme","lundi au vendredi","mardi"
"pieton","travail","17","Ville-Marie",-0.997129190664414,16.6166666666667,"Meme","lundi au vendredi","mardi"
"pieton","loisir","17","Ville-Marie",-0.110125196314444,12.8666666666667,"Meme","lundi au vendredi","mardi"
