"Mode","Motif","HeureDep","ArrondDep","LogDist","Duree","MemeArrond","Semaine","Jour"
"vehicule individuel","travail","14","LaSalle",1.89775153269253,47.5333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Rosemont-La Petite-Patrie",0.743602003385907,8.98333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","14","Villeray-Saint-Michel-Parc-Extension",0.342246921772477,20.3666666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","14","Villeray-Saint-Michel-Parc-Extension",0.0924508917521754,13.8666666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Villeray-Saint-Michel-Parc-Extension",2.61031740893934,35.9333333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","14","Cote-des-Neiges-Notre-Dame-de-Grace",-1.39074160489336,36.75,"Meme","lundi au vendredi","vendredi"
"velo","loisir","14","Le Plateau-Mont-Royal",0.0910388642247356,6.11666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","14","Villeray-Saint-Michel-Parc-Extension",1.01843954717289,117.8,"Meme","lundi au vendredi","vendredi"
"velo","travail","14","Le Plateau-Mont-Royal",-0.504864056226469,6.91666666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","14","Le Plateau-Mont-Royal",-0.281773145712262,35.2,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Le Plateau-Mont-Royal",0.0833593413480046,8,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","14","Ville-Marie",1.02159059788043,35.3,"Different","lundi au vendredi","vendredi"
"velo","travail","14","Villeray-Saint-Michel-Parc-Extension",1.83606529460966,34.9333333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","loisir","14","Mercier-Hochelaga-Maisonneuve",1.30480257638746,21.55,"Different","lundi au vendredi","vendredi"
"velo","travail","14","Ville-Marie",0.668461984244071,11.4833333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","14","Le Plateau-Mont-Royal",0.764787925406838,62.1666666666667,"Different","lundi au vendredi","vendredi"
"velo","magasinage","14","Ahuntsic-Cartierville",-0.287108052683282,37.8,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Cote-des-Neiges-Notre-Dame-de-Grace",0.0421642928895453,5.71666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","14","Cote-des-Neiges-Notre-Dame-de-Grace",-0.9017137798442,22.0666666666667,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","14","Le Plateau-Mont-Royal",0.555772810545597,25.3,"Different","lundi au vendredi","vendredi"
"vehicule individuel","loisir","14","Rosemont-La Petite-Patrie",0.910732108024292,16.2166666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Cote-des-Neiges-Notre-Dame-de-Grace",-1.42561967938222,7.01666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","14","Le Plateau-Mont-Royal",-0.908307074741004,7.3,"Meme","lundi au vendredi","vendredi"
"transport collectif","education","14","Saint-Laurent",2.26577312957281,34.3,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","14","Le Plateau-Mont-Royal",-0.0981515148606182,8.23333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","education","14","Villeray-Saint-Michel-Parc-Extension",-0.458778391009373,8.5,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Rosemont-La Petite-Patrie",1.65198111778384,18.7833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","14","Mercier-Hochelaga-Maisonneuve",1.40820657382584,10.7333333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","14","Verdun",1.54090647192998,25.1333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Mont-Royal",1.48645675876435,30.5833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Le Sud-Ouest",2.38508456927774,35.05,"Different","lundi au vendredi","vendredi"
"velo","magasinage","14","Cote-des-Neiges-Notre-Dame-de-Grace",0.0999346620553879,7.81666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","14","Le Plateau-Mont-Royal",0.18268339239345,9,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Le Plateau-Mont-Royal",1.80525458704835,24.6833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","14","Rosemont-La Petite-Patrie",1.12072699008152,21.7333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","14","Le Sud-Ouest",1.09566599378701,25.1666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","14","Le Plateau-Mont-Royal",1.75944722288539,37.85,"Different","lundi au vendredi","vendredi"
"velo","travail","14","Rosemont-La Petite-Patrie",0.972867193908821,11.7666666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Ville-Marie",1.48539367507632,17.1166666666667,"Different","lundi au vendredi","vendredi"
"velo","loisir","14","Le Plateau-Mont-Royal",0.612743625519843,15.0166666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Ahuntsic-Cartierville",0.419803487706097,8.31666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Le Plateau-Mont-Royal",0.222781599464876,24.8333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Anjou",0.692428971171591,6.56666666666667,"Different","lundi au vendredi","vendredi"
"velo","magasinage","14","Villeray-Saint-Michel-Parc-Extension",-0.77951232234889,4.13333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","14","Villeray-Saint-Michel-Parc-Extension",0.363517737017099,47.9333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","14","Villeray-Saint-Michel-Parc-Extension",1.59300476346255,20.1333333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","education","14","Outremont",-1.42329669166712,13.4,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","14","Ville-Marie",0.723112248504848,16.5166666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","14","Saint-Leonard",1.34778509291527,14.8833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","14","Saint-Laurent",2.09883986385533,46.5166666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","14","Rosemont-La Petite-Patrie",-1.13579903418326,20.65,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Pointe-Claire",1.85786602532494,41.5666666666667,"Different","lundi au vendredi","vendredi"
"velo","loisir","14","Ville-Marie",0.298997327811325,18.95,"Meme","lundi au vendredi","vendredi"
"pieton","travail","14","Le Plateau-Mont-Royal",-1.44453590391588,3.48333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","14","Le Plateau-Mont-Royal",-1.12296631686838,4.3,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","14","Rosemont-La Petite-Patrie",1.59465820407291,70.3666666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","magasinage","14","Cote-des-Neiges-Notre-Dame-de-Grace",-0.616269019693543,85.05,"Meme","lundi au vendredi","vendredi"
"transport collectif","loisir","14","Ville-Marie",0.690165949398362,18.3833333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Ville-Marie",1.67531490479846,18.05,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Ville-Marie",0.335484508484885,13.05,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Verdun",-0.610868306698063,3.16666666666667,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","15","Verdun",-1.07374551482386,28,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Cote-des-Neiges-Notre-Dame-de-Grace",-0.694654841005558,10.6333333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","magasinage","15","LaSalle",0.581813336246794,13.5333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Le Sud-Ouest",-0.647118281911471,3.13333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","travail","15","Ahuntsic-Cartierville",-1.22731964239478,33.9,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","15","Le Sud-Ouest",1.33207841216303,32.1333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Rosemont-La Petite-Patrie",-0.870507616423265,11.3833333333333,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","15","Le Plateau-Mont-Royal",-0.843371124956536,16.8,"Meme","lundi au vendredi","vendredi"
"velo","travail","15","Ville-Marie",-0.193986627918617,25.9333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Ahuntsic-Cartierville",2.30642932594587,37.05,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Le Plateau-Mont-Royal",0.561865597635559,14.05,"Different","lundi au vendredi","vendredi"
"vehicule individuel","education","15","Ahuntsic-Cartierville",2.41418047021382,38.0666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","15","Cote-des-Neiges-Notre-Dame-de-Grace",1.01804164479381,13.1,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Anjou",0.836240002166827,14.55,"Meme","lundi au vendredi","vendredi"
"velo","travail","15","Le Sud-Ouest",0.797547286139305,30.7666666666667,"Different","lundi au vendredi","vendredi"
"pieton","magasinage","15","Le Plateau-Mont-Royal",-1.04537686898095,29.3,"Meme","lundi au vendredi","vendredi"
"velo","travail","15","Le Plateau-Mont-Royal",0.940979974939375,16.1833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Riviere-des-Prairies-Pointe-aux-Trembles",-0.59380798528856,26.1333333333333,"Meme","lundi au vendredi","vendredi"
"velo","magasinage","15","Cote-des-Neiges-Notre-Dame-de-Grace",-1.07000022718109,3.13333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","15","Ville-Marie",-0.469085789857074,15.2,"Meme","lundi au vendredi","vendredi"
"transport collectif","magasinage","15","Rosemont-La Petite-Patrie",-1.50812438025586,60.7333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Cote-des-Neiges-Notre-Dame-de-Grace",0.475072396212781,15.7833333333333,"Different","lundi au vendredi","vendredi"
"velo","loisir","15","Le Plateau-Mont-Royal",0.337338362394615,13.2833333333333,"Meme","lundi au vendredi","vendredi"
"velo","education","15","Ahuntsic-Cartierville",2.17825268403096,37.6333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Villeray-Saint-Michel-Parc-Extension",2.12052525962496,24.2666666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","15","LaSalle",1.77642940594714,52.1833333333333,"Different","lundi au vendredi","vendredi"
"pieton","education","15","Cote-des-Neiges-Notre-Dame-de-Grace",-0.629313881627612,18.7666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","15","Ville-Marie",-1.01358123628471,7.28333333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","15","Montreal-Nord",1.25816565940724,40.8,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","15","Ville-Marie",-0.599936540500439,9.08333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Cote-des-Neiges-Notre-Dame-de-Grace",-0.808413461838745,7.41666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","15","Ville-Marie",-0.366593550864842,14.8333333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","15","Le Plateau-Mont-Royal",1.7563561347108,27.3333333333333,"Different","lundi au vendredi","vendredi"
"pieton","loisir","15","Ville-Marie",-1.49730180292205,8.36666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Le Plateau-Mont-Royal",1.07115973327169,14.05,"Different","lundi au vendredi","vendredi"
"pieton","loisir","15","Ville-Marie",-0.428852221769807,12.5333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Pointe-Claire",1.17738217129977,34.3,"Different","lundi au vendredi","vendredi"
"velo","travail","15","Rosemont-La Petite-Patrie",0.676826228163817,61.45,"Different","lundi au vendredi","vendredi"
"velo","travail","15","Rosemont-La Petite-Patrie",0.224066531289355,4.48333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","15","Le Plateau-Mont-Royal",0.961607450842825,18.85,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Saint-Laurent",-0.841207083458504,1.95,"Meme","lundi au vendredi","vendredi"
"velo","travail","15","Rosemont-La Petite-Patrie",0.764493847805711,12.55,"Meme","lundi au vendredi","vendredi"
"transport collectif","magasinage","15","Le Sud-Ouest",-1.32166733165294,4.93333333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","15","Le Sud-Ouest",-1.44848701506153,45.4666666666667,"Meme","lundi au vendredi","vendredi"
"velo","education","15","Le Plateau-Mont-Royal",0.943842515670764,26.65,"Different","lundi au vendredi","vendredi"
"pieton","education","15","Ville-Marie",-1.32208054163,8.4,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","15","Mercier-Hochelaga-Maisonneuve",-1.09465772310771,7.65,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","15","Mercier-Hochelaga-Maisonneuve",1.51482900008461,13.3166666666667,"Different","lundi au vendredi","vendredi"
"pieton","magasinage","15","Ville-Marie",-0.774856185588722,11.15,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Outremont",-0.373381133593871,14.35,"Different","lundi au vendredi","vendredi"
"pieton","loisir","15","Cote-des-Neiges-Notre-Dame-de-Grace",-0.634854868547572,6.6,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Cote-des-Neiges-Notre-Dame-de-Grace",1.24434156662961,15.8666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","15","Rosemont-La Petite-Patrie",-1.42049804171119,37.8333333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","15","Ahuntsic-Cartierville",-0.868667120442069,5.23333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","15","Ville-Marie",1.8054506684923,26.4833333333333,"Different","lundi au vendredi","vendredi"
"pieton","education","15","Cote-des-Neiges-Notre-Dame-de-Grace",-1.55053573616038,9.55,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Saint-Laurent",0.0489341310791616,3.71666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","15","Cote-des-Neiges-Notre-Dame-de-Grace",-0.182057214057414,24.6833333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Rosemont-La Petite-Patrie",0.619432661790835,43.4166666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Rosemont-La Petite-Patrie",-0.49717977941288,9.55,"Meme","lundi au vendredi","vendredi"
"velo","travail","15","Rosemont-La Petite-Patrie",1.83568246180915,60.0833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Mont-Royal",0.351630790511551,4.81666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Cote-des-Neiges-Notre-Dame-de-Grace",0.336749769220711,7.98333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Le Plateau-Mont-Royal",-0.733664748182065,4.28333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","15","Ville-Marie",-0.537388967919651,6.4,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","15","Le Plateau-Mont-Royal",-1.03659512622038,27.9833333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","15","Anjou",1.83121978407902,54.3666666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","15","Westmount",0.091095317292679,34.4166666666667,"Different","lundi au vendredi","vendredi"
"pieton","travail","15","Saint-Laurent",0.444068008650856,28.1166666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","15","Villeray-Saint-Michel-Parc-Extension",-0.185942289109792,8.4,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","15","Ville-Marie",-0.657290966511279,22.2666666666667,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","16","Rosemont-La Petite-Patrie",1.5590509573812,36.4,"Different","lundi au vendredi","vendredi"
"pieton","loisir","16","Le Plateau-Mont-Royal",-1.1931707796241,6.13333333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","16","Rosemont-La Petite-Patrie",-0.250682229247697,4.33333333333333,"Different","lundi au vendredi","vendredi"
"velo","loisir","16","Ville-Marie",1.24961488385913,59.3166666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","16","Rosemont-La Petite-Patrie",1.64729183591838,48.0833333333333,"Different","lundi au vendredi","vendredi"
"pieton","loisir","16","Ville-Marie",-0.461163259340464,13.3833333333333,"Different","lundi au vendredi","vendredi"
"pieton","education","16","Outremont",-0.0598862888185826,35.6833333333333,"Different","lundi au vendredi","vendredi"
"pieton","magasinage","16","Le Plateau-Mont-Royal",-1.09789563092312,4.15,"Meme","lundi au vendredi","vendredi"
"velo","travail","16","Cote-des-Neiges-Notre-Dame-de-Grace",-0.242544547536096,39.4333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","16","Ville-Marie",-0.94609341733876,5.5,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","Ville-Marie",1.42702123516521,41.5333333333333,"Different","lundi au vendredi","vendredi"
"pieton","loisir","16","Ville-Marie",-0.6367188975762,9.95,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","Ville-Marie",1.45721708625651,11.75,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","16","Ville-Marie",0.464197887608692,11.6666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","16","Le Plateau-Mont-Royal",0.0641313974381944,10,"Meme","lundi au vendredi","vendredi"
"pieton","education","16","Cote-des-Neiges-Notre-Dame-de-Grace",-0.966658124838142,8,"Meme","lundi au vendredi","vendredi"
"velo","travail","16","Mercier-Hochelaga-Maisonneuve",1.20926835827623,18.9,"Different","lundi au vendredi","vendredi"
"vehicule individuel","loisir","16","Saint-Leonard",1.0473256272559,51.9666666666667,"Different","lundi au vendredi","vendredi"
"velo","loisir","16","Ville-Marie",-1.58466945593429,2.83333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","16","Ville-Marie",-0.718649256681886,7.31666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","16","Le Plateau-Mont-Royal",-0.269129349146174,18.5,"Meme","lundi au vendredi","vendredi"
"velo","travail","16","Ville-Marie",0.0411133488663502,46.5166666666667,"Different","lundi au vendredi","vendredi"
"pieton","loisir","16","Villeray-Saint-Michel-Parc-Extension",-0.734030327504042,7.43333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","loisir","16","Rosemont-La Petite-Patrie",0.822801675857995,26.1666666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","Mercier-Hochelaga-Maisonneuve",1.29246453411335,28.2,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","16","Le Plateau-Mont-Royal",-1.04199696777952,41.9166666666667,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","16","Ville-Marie",-1.03829707911588,9.18333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","16","Rosemont-La Petite-Patrie",1.00504761159255,48.4666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","Ahuntsic-Cartierville",1.86923737576954,36.55,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","Rosemont-La Petite-Patrie",0.294953248083267,8.06666666666667,"Different","lundi au vendredi","vendredi"
"pieton","travail","16","Ville-Marie",-1.0722803071463,19.8666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","travail","16","Ville-Marie",-0.508179703009956,13.2666666666667,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","16","Le Sud-Ouest",-0.803778134227649,6.18333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","16","Ville-Marie",-0.273701481987805,17.9,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","Ville-Marie",1.83360833283128,34.0833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","16","Ville-Marie",-0.540538466814666,6.78333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","Outremont",0.925425838137695,12.6166666666667,"Different","lundi au vendredi","vendredi"
"velo","magasinage","16","Ville-Marie",0.875869208718129,37.3833333333333,"Different","lundi au vendredi","vendredi"
"pieton","loisir","16","Outremont",-1.51538469431055,10,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","16","Ahuntsic-Cartierville",-1.04366137496205,7.11666666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","16","Le Plateau-Mont-Royal",-0.616447528399184,33.5,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","16","Cote-des-Neiges-Notre-Dame-de-Grace",1.29493061485509,11.9333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","16","Le Sud-Ouest",0.288084762684098,57.4833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","16","Rosemont-La Petite-Patrie",1.53870382260646,14.0166666666667,"Different","lundi au vendredi","vendredi"
"pieton","loisir","16","Ville-Marie",-0.0479011411263235,10.4833333333333,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","16","Ville-Marie",-0.70675648162267,19.9833333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","education","16","Le Plateau-Mont-Royal",-0.958108985708144,36.9333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","16","Mont-Royal",1.3062303288481,13.8833333333333,"Different","lundi au vendredi","vendredi"
"pieton","loisir","16","Ville-Marie",-1.48241180598042,3.66666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","16","Saint-Laurent",-0.312672040301954,7.65,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","Lachine",2.0767608855515,52.5833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","16","Ville-Marie",-1.47563835565157,53.9,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","16","Villeray-Saint-Michel-Parc-Extension",-0.349064083709848,12.1666666666667,"Meme","lundi au vendredi","vendredi"
"velo","education","16","Le Sud-Ouest",1.55146364220143,26.7666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","16","Le Plateau-Mont-Royal",1.66267371914594,26.6833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","16","Rosemont-La Petite-Patrie",0.386026626652103,8.8,"Different","lundi au vendredi","vendredi"
"pieton","loisir","16","Ville-Marie",-0.965549774007536,8.43333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","16","Rosemont-La Petite-Patrie",-0.711745566475191,25.4666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","16","Mercier-Hochelaga-Maisonneuve",2.00704375967147,35.3333333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","16","Mercier-Hochelaga-Maisonneuve",-1.26184610565358,43.3,"Meme","lundi au vendredi","vendredi"
"pieton","travail","16","Ville-Marie",-0.910063880475765,13.9666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","16","Ville-Marie",-1.03336951136383,18.4833333333333,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","16","Ville-Marie",-0.75832397171012,7.71666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","travail","16","Ville-Marie",-0.63654408611362,18.25,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","16","Mercier-Hochelaga-Maisonneuve",-1.11227343769707,10.5333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","Rosemont-La Petite-Patrie",1.48423528542985,38.3833333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","16","Saint-Laurent",1.23849508122376,22.75,"Different","lundi au vendredi","vendredi"
"transport collectif","education","16","Ville-Marie",-0.647607171315521,10.9,"Meme","lundi au vendredi","vendredi"
"transport collectif","education","16","Mercier-Hochelaga-Maisonneuve",1.43255078804932,18.15,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","16","Le Plateau-Mont-Royal",-0.392151244167904,13.2166666666667,"Meme","lundi au vendredi","vendredi"
"pieton","travail","16","Ville-Marie",-0.430228872792624,39.2666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","16","Ville-Marie",-0.597525931561423,2.41666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","Saint-Laurent",2.1947717488637,31.45,"Different","lundi au vendredi","vendredi"
"pieton","loisir","16","Ville-Marie",-1.10370930100353,5.18333333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","16","Cote-des-Neiges-Notre-Dame-de-Grace",0.440400480643379,34.2333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","16","Verdun",-0.887284622474262,4.36666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","travail","16","Ville-Marie",-0.718649256681886,17.6833333333333,"Meme","lundi au vendredi","vendredi"
"pieton","travail","16","Ville-Marie",0.517241925892406,36.45,"Different","lundi au vendredi","vendredi"
"pieton","magasinage","16","Ville-Marie",-1.04905397112009,4.36666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","16","Rosemont-La Petite-Patrie",-0.700286286028739,15.85,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","16","Anjou",2.19933695656313,15.6333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","16","Villeray-Saint-Michel-Parc-Extension",1.28857834063215,33.9333333333333,"Different","lundi au vendredi","vendredi"
"pieton","magasinage","16","Ville-Marie",-0.716408094137591,25.1,"Meme","lundi au vendredi","vendredi"
"velo","travail","16","Ville-Marie",-1.5430827356825,13.6166666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","16","Montreal-Nord",-0.538834288539882,5.46666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","16","Verdun",1.45245171052616,14.55,"Different","lundi au vendredi","vendredi"
"pieton","travail","16","Ville-Marie",-1.18052002885509,4.38333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","travail","16","Ville-Marie",-1.13912793418476,7.5,"Meme","lundi au vendredi","vendredi"
"pieton","education","16","Le Plateau-Mont-Royal",-0.873023166884618,6.03333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","16","Ville-Marie",0.903455258041925,25.1,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","16","LaSalle",-0.138012918334436,9.43333333333333,"Meme","lundi au vendredi","vendredi"
"velo","magasinage","16","Le Plateau-Mont-Royal",0.483754416602424,23.1833333333333,"Meme","lundi au vendredi","vendredi"
"pieton","magasinage","16","Le Sud-Ouest",-0.464966119509376,7.81666666666667,"Different","lundi au vendredi","vendredi"
"pieton","travail","16","Ville-Marie",-1.51542926933367,2.51666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","17","Villeray-Saint-Michel-Parc-Extension",1.29275567756957,15.5833333333333,"Different","lundi au vendredi","vendredi"
"pieton","loisir","17","Ville-Marie",-0.312960955981616,13.6166666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","17","Mercier-Hochelaga-Maisonneuve",-0.517032738431483,8.21666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","travail","17","Rosemont-La Petite-Patrie",-0.858308041769897,23.2333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","travail","17","Ville-Marie",-0.595194754023716,10.4,"Meme","lundi au vendredi","vendredi"
