Nbr_acci;Feux_auto;Feux_piet;Pass_piet;Terreplein;Apaisement;EmpTotBuffer;Densite_pop;Entropie;DensiteInter;Long_arterePS;Artere;NB_voies5;log_acci;catego_acci;catego_acci2;Arret;VAG;sum_app;LogEmploi;AccOrdinal;PopHa
2;1;1;1;1;0;10172.2526508391;1054.74831053872;0.153568045727047;29.9279261984087;8043.36;1;1;1.09861228866811;0;0;0;1;4;9.22741896410606;1;1.05474831053872
2;1;0;1;0;0;15502.3825701886;6809.23609726223;0.839527344496266;97.3737823841267;11163.2;1;1;1.09861228866811;0;0;0;1;4;9.64874900530024;1;6.80923609726223
2;1;1;1;1;0;6788.76170574337;6693.03697070973;0.688438502026;28.9673487688501;5034.96;1;1;1.09861228866811;0;0;0;1;3;8.8230238336331;1;6.69303697070973
2;0;0;0;0;0;4370.99346343427;9370.49390299061;0.772478720229338;54.3518017267236;5870.47;1;1;1.09861228866811;0;0;0;1;3;8.38274559942277;1;9.37049390299061
1;1;1;1;0;0;1978.82077151064;14217.5315047709;0.48969771970755;51.927462188624;0;0;0;0.693147180559945;0;0;0;1;4;7.59025637632223;1;14.2175315047709
1;1;1;1;0;0;3709.35393948942;9807.58952592779;0.714212084709681;55.9604647379312;1984.28;0;0;0.693147180559945;0;0;0;1;4;8.21861300013795;1;9.80758952592779
1;1;1;1;1;0;3655.0449864237;12906.3980304822;0.745279437760011;59.5667884083958;0;0;0;0.693147180559945;0;0;0;1;4;8.20386368029519;1;12.9063980304822
1;0;0;0;0;0;5479.91262709336;9835.46986765669;0.748247963235227;50.3771904039876;20.3203;0;0;0.693147180559945;0;0;1;1;4;8.60884443585389;1;9.83546986765669
1;1;1;1;0;0;4707.10335342878;12025.1114723578;0.713610980666188;54.9853813244668;830.842;0;0;0.693147180559945;0;0;0;1;4;8.45682799854882;1;12.0251114723578
1;1;0;1;0;0;2094.01940624659;14219.8106875945;0.502507625507254;51.3470028245013;0;0;0;0.693147180559945;0;0;0;1;4;7.64684065893605;1;14.2198106875945
1;1;0;1;0;0;3330.04530620024;6784.95025175613;0.694623111960344;47.2869440278495;3080.07;1;0;0.693147180559945;0;0;0;1;3;8.11074118834747;1;6.78495025175613
1;0;0;0;0;0;4372.53090294489;8122.84698923954;0.777177469912165;50.9512256260538;1095.83;0;0;0.693147180559945;0;0;1;1;4;8.38309727443665;1;8.12284698923954
1;0;0;0;0;0;4577.36546660617;7771.22618671304;0.807059129182732;49.3723161277486;1085.08;0;0;0.693147180559945;0;0;1;1;3;8.42887888597065;1;7.77122618671304
1;0;0;0;0;0;10956.7276481877;6295.80683429907;0.797692563320753;95.1394522241297;4231.3;0;0;0.693147180559945;0;0;1;1;3;9.30170894367479;1;6.29580683429907
1;1;1;1;0;0;3746.96588842456;821.533126798331;0.645456422482168;22.3500050625489;6213.73;1;0;0.693147180559945;0;0;0;1;4;8.22870169504917;1;0.821533126798331
1;0;0;0;0;0;6233.59661918876;8160.79873570683;0.768576491470265;103.13984339093;7627.3;0;0;0.693147180559945;0;0;1;1;3;8.73770875165508;1;8.16079873570683
1;0;0;0;0;0;4588.32003774746;7131.51291620492;0.714536252458339;98.2371154825522;4841.9;0;0;0.693147180559945;0;0;1;1;4;8.43126923121042;1;7.13151291620492
1;0;0;0;0;1;3333.86689065458;5586.57117674282;0.499443769473269;62.0136900327647;0;0;0;0.693147180559945;0;0;1;1;4;8.11188813769506;1;5.58657117674282
1;0;0;0;0;0;3830.41954507186;5143.40564265972;0.416554780393739;51.7037909409297;5188.44;0;0;0.693147180559945;0;0;1;1;3;8.25072961796965;1;5.14340564265972
1;1;0;1;0;0;6610.29630069985;7146.85486571972;0.483032635340387;55.5084970300871;4942.24;0;0;0.693147180559945;0;0;0;1;4;8.79638375796813;1;7.14685486571972
1;0;0;0;0;0;3981.20779008891;5733.28130136356;0.450063591335664;50.8231660518297;10919.6;1;0;0.693147180559945;0;0;1;1;3;8.2893405170888;1;5.73328130136356
1;0;0;0;0;0;3809.98400630367;9238.40815252302;0.635428363234131;58.32858680826;4217.42;0;0;0.693147180559945;0;0;1;1;3;8.24538027029138;1;9.23840815252302
1;1;1;1;0;0;3083.23408811954;5178.27076048129;0.770819084475219;47.4734786448014;6068.11;1;0;0.693147180559945;0;0;0;1;4;8.03373435368342;1;5.17827076048129
1;0;0;0;0;0;3286.38886041925;12086.8745270744;0.494036957052389;58.3112021488546;6859.55;0;0;0.693147180559945;0;0;1;1;4;8.0975446301287;1;12.0868745270744
1;0;0;0;0;0;10068.3137423899;11316.5377760652;0.71043796843976;80.2439552128585;8178.41;1;0;0.693147180559945;0;0;1;1;4;9.21714851810478;1;11.3165377760652
1;1;1;1;0;0;7176.15527773214;10724.5688598529;0.394106351687322;60.2020373129799;5777.2;1;0;0.693147180559945;0;0;0;1;3;8.87851904198448;1;10.7245688598529
1;0;0;0;0;0;2610.79479046232;7681.53698486609;0.823285779224529;38.4402755300794;5807.17;0;0;0.693147180559945;0;0;1;1;3;7.86740997137923;1;7.68153698486609
1;1;0;1;0;0;4826.1086015819;7905.10847482224;0.809157219901909;59.9875864157345;3984.78;1;0;0.693147180559945;0;0;0;1;4;8.48179574936773;1;7.90510847482224
1;1;1;1;0;0;122538.33564125;7761.88509460022;0.950209115770422;95.4922938437341;16776.2;1;0;0.693147180559945;0;0;0;1;4;11.7161792040204;1;7.76188509460022
1;1;1;1;0;0;105227.793647527;2711.90695389986;0.867945721050238;129.517005484193;15395.9;1;0;0.693147180559945;0;0;0;1;4;11.563882742562;1;2.71190695389986
1;0;0;0;0;0;5287.53438769628;3599.12295401448;0.474848548658999;36.4087466171271;4948.99;1;0;0.693147180559945;0;0;1;1;3;8.57310732691661;1;3.59912295401448
1;1;0;1;0;0;4864.78998297688;7236.23030433869;0.836714800183753;49.5463428640424;7680.69;1;0;0.693147180559945;0;0;0;1;4;8.48977882472157;1;7.23623030433869
1;0;0;0;0;0;4864.87980656497;8314.59145238174;0.792748934198898;109.063605985665;5724.01;0;0;0.693147180559945;0;0;1;1;4;8.48979728857287;1;8.31459145238174
1;1;0;1;0;0;5331.01601194642;7155.70803843205;0.796174970656419;76.8476723928545;5669.46;1;0;0.693147180559945;0;0;0;1;4;8.58129712037226;1;7.15570803843205
1;1;1;1;0;0;6125.94273282189;7341.21713959755;0.7777801961209;90.2686883379229;8294.37;1;0;0.693147180559945;0;0;0;1;4;8.7202879391319;1;7.34121713959755
1;0;0;1;0;0;2850.29956511382;5707.49801499164;0.49996688580898;75.6900731362302;5557.38;1;0;0.693147180559945;0;0;1;1;3;7.95517937830522;1;5.70749801499164
1;1;0;1;0;0;2788.22185909856;7177.37115970968;0.688473224662933;62.0300612325735;3960.82;1;0;0.693147180559945;0;0;0;1;4;7.93315934514858;1;7.17737115970968
1;0;0;0;0;0;3659.17540324928;9624.78412598523;0.345103957504064;53.0317220159522;3298.45;0;0;0.693147180559945;0;0;1;1;4;8.20499310135297;1;9.62478412598523
1;1;0;0;0;0;2280.63247333103;7880.34185370985;0.485954959830996;67.4661768765257;8142.14;1;0;0.693147180559945;0;0;1;0;3;7.73220808406384;1;7.88034185370985
1;1;1;1;0;0;1175.86598485583;4852.28011644629;0.48137517971987;47.5341385514818;3339.27;1;0;0.693147180559945;0;0;0;1;3;7.06976016350889;1;4.85228011644629
1;0;0;0;0;0;1948.14492614934;7146.11898475533;0.843717906425356;76.6221051252792;4614.04;1;0;0.693147180559945;0;0;1;1;4;7.57463287884239;1;7.14611898475533
1;0;0;0;0;0;4286.79787865463;7939.84998900194;0.728652528500519;65.7776329487893;6526.28;0;0;0.693147180559945;0;0;1;1;4;8.3632953179835;1;7.93984998900194
1;0;0;0;0;0;1973.40092485037;7595.19983485242;0.498444921997346;53.9289288444166;3658.77;0;0;0.693147180559945;0;0;1;1;4;7.5875136910813;1;7.59519983485242
1;1;0;1;0;0;4465.11192889623;7373.01064897302;0.460775786613455;45.494831228933;3970.14;1;0;0.693147180559945;0;0;0;1;4;8.40404956105827;1;7.37301064897302
1;0;0;0;0;0;2317.42363196068;8112.93778680296;0.259834899500303;44.3403448298982;8007.09;1;0;0.693147180559945;0;0;1;1;4;7.74821134412928;1;8.11293778680296
1;1;0;1;0;0;3886.4872443702;6436.18558573496;0.477483723128461;53.5391407200428;11367.1;1;0;0.693147180559945;0;0;0;1;4;8.26526100662969;1;6.43618558573496
1;0;0;1;0;0;3329.01216915698;11153.2483858394;0.427219039081199;57.0357761956223;7188.8;0;0;0.693147180559945;0;0;1;1;4;8.11043089306759;1;11.1532483858394
1;1;1;1;0;0;4395.49459623617;9760.47018114693;0.679946759498963;59.1078382055971;4538.96;0;0;0.693147180559945;0;0;0;1;4;8.38833533990501;1;9.76047018114693
1;0;0;0;0;0;3912.94313906337;10455.6920917211;0.612381753358828;62.2477964483734;5937.84;0;0;0.693147180559945;0;0;1;1;4;8.27204509081512;1;10.4556920917211
1;0;0;1;0;0;4294.16957961743;9993.58694908095;0.655135830995151;59.6574741598441;4586.95;0;0;0.693147180559945;0;0;1;1;4;8.36501346988469;1;9.99358694908095
1;0;0;0;0;0;7101.84139950623;9815.74580082274;0.605366191797937;48.3466992643863;8610.6;1;0;0.693147180559945;0;0;1;1;3;8.86810938144661;1;9.81574580082274
1;1;0;1;0;0;7120.15997563442;10225.6903756986;0.612861685624047;52.1903146151124;8303.95;1;0;0.693147180559945;0;0;0;1;4;8.87068547264159;1;10.2256903756986
1;0;0;1;0;0;4528.82084776311;11250.7861003269;0.775149098122812;69.2944329340942;5291.73;0;0;0.693147180559945;0;0;1;1;4;8.4182168860865;1;11.2507861003269
1;0;0;0;0;0;6435.88585197163;7395.61008500463;0.616768128367653;46.5603196232018;7204.15;0;0;0.693147180559945;0;0;1;1;4;8.7696447720898;1;7.39561008500463
1;0;0;0;0;0;4179.00136954592;9772.71353630776;0.759522250265449;60.9955375673943;5158.45;0;0;0.693147180559945;0;0;1;1;4;8.33782759016883;1;9.77271353630776
1;1;1;1;0;0;6649.4011775093;13686.1150483875;0.779851649562513;53.2882315450456;5836.48;1;0;0.693147180559945;0;0;0;1;4;8.80228208110045;1;13.6861150483875
1;0;0;1;0;0;2143.69015423658;5373.16101891401;0.655537432345025;64.9607256626746;4133.9;0;0;0.693147180559945;0;0;1;1;4;7.67028399413348;1;5.37316101891401
1;0;0;0;0;0;7579.37496436602;11479.1492935547;0.627975341802209;70.5094983491316;9012.25;1;0;0.693147180559945;0;0;1;1;4;8.93318601670962;1;11.4791492935547
1;0;0;1;0;0;13183.302063331;10265.9441192911;0.506605968496422;77.8878420286273;7737.88;0;0;0.693147180559945;0;0;1;1;4;9.48670631259044;1;10.2659441192911
1;0;0;0;0;0;11113.2464592556;10459.0937909961;0.787866559500642;89.4648726837237;7930.87;0;0;0.693147180559945;0;0;1;1;4;9.31589305050255;1;10.4590937909961
1;0;0;1;0;0;13209.5275704908;13130.8379674453;0.710917020608155;77.6570962869685;7634.97;0;0;0.693147180559945;0;0;0;1;3;9.48869363385572;1;13.1308379674453
1;0;0;1;0;0;10876.5592791855;11966.1421880128;0.740501744643563;73.4452245011969;8036.99;1;0;0.693147180559945;0;0;1;1;3;9.29436522767274;1;11.9661421880128
1;0;0;1;0;1;6502.40257184823;10197.3875735126;0.780980716848744;58.9432431484755;3686.79;0;0;0.693147180559945;0;0;1;1;4;8.77992701402689;1;10.1973875735126
1;1;0;1;0;0;24890.7451682464;11550.3978749992;0.834921186165305;104.437450543371;8562.09;1;0;0.693147180559945;0;0;0;1;4;10.1222513333726;1;11.5503978749992
1;0;0;1;0;0;2599.46412171218;4008.65414013591;0.71922734946632;77.2934664075501;1521.63;0;0;0.693147180559945;0;0;1;1;4;7.86306059573282;1;4.00865414013591
1;0;0;0;0;0;111421.093544713;8585.14852607528;0.961486571816446;94.7118258063771;16172.3;0;0;0.693147180559945;0;0;1;1;3;11.6210719381444;1;8.58514852607528
1;1;1;1;0;0;132723.042457739;2816.02216016183;0.828357038346963;130.260128081332;17737.7;1;0;0.693147180559945;0;0;0;1;4;11.7960198484845;1;2.81602216016183
1;0;0;0;0;0;5713.00116092374;5385.75655109645;0.822691663767607;42.5216537211625;4590.83;0;0;0.693147180559945;0;0;1;1;4;8.65049976193182;1;5.38575655109645
1;1;1;1;0;0;43059.3100492553;2158.23150145226;0.852028319568679;124.42219892833;8270.89;1;0;0.693147180559945;0;0;0;1;3;10.6703337477815;1;2.15823150145226
1;0;0;0;0;0;113913.141054662;3230.57327602185;0.877717129765426;92.4682283182659;15755.4;0;0;0.693147180559945;0;0;1;1;3;11.6431915163945;1;3.23057327602185
1;0;0;0;0;0;15021.8244238764;9916.93933238823;0.878500853207053;69.5471297145039;9026.66;1;0;0.693147180559945;0;0;1;1;3;9.61725938424505;1;9.91693933238823
1;1;1;1;0;0;6042.18575572718;6168.48363638855;0.533280175769045;45.6952769110809;4801.33;0;0;0.693147180559945;0;0;0;1;4;8.70652110555334;1;6.16848363638855
1;0;0;1;0;0;7528.08348406607;11700.482111195;0.841529254951413;61.7305916101076;5854.18;1;0;0.693147180559945;0;0;1;1;4;8.92639577101059;1;11.700482111195
1;0;0;1;0;0;7858.49354580929;10635.8175283378;0.741870299068561;57.9409815136189;4280.72;0;0;0.693147180559945;0;0;1;1;4;8.96935020621545;1;10.6358175283378
1;0;0;1;0;0;1739.87833973961;4340.53159556028;0.0529918051901475;50.252968424648;773.623;0;0;0.693147180559945;0;0;1;1;3;7.4615704700742;1;4.34053159556028
1;1;0;1;0;0;8006.11827223889;6494.79660698192;0.905815190650072;69.3216129463758;3496.96;1;0;0.693147180559945;0;0;0;1;4;8.98796131239355;1;6.49479660698192
1;0;0;1;0;0;7123.4217772969;7534.59715446538;0.873979998376477;71.4401456535907;3414.13;0;0;0.693147180559945;0;0;1;0;3;8.87114347566022;1;7.53459715446538
1;0;0;0;0;0;3782.67931729385;7742.25977879708;0.772162955987786;54.6460130572509;2784.4;0;0;0.693147180559945;0;0;1;1;4;8.23818785162247;1;7.74225977879708
1;0;0;0;0;0;2218.72800562611;8493.49055501415;0.7685067686288;58.1563548487595;4894.49;0;0;0.693147180559945;0;0;1;1;4;7.70468934021735;1;8.49349055501415
1;1;0;1;0;0;3734.39035220002;6857.52073935465;0.219010765607483;29.7107981214162;4108.35;1;1;0.693147180559945;0;0;0;1;4;8.2253398585949;1;6.85752073935465
1;0;0;0;0;0;2701.33659828324;7521.53870518905;0.674598513509921;78.7539188094275;7699.25;1;1;0.693147180559945;0;0;0;0;3;7.90150196590352;1;7.52153870518905
1;0;0;0;1;0;6762.64196240774;6836.49072975953;0.441089016182042;34.5408783725643;8681.13;0;1;0.693147180559945;0;0;1;1;3;8.81916891552704;1;6.83649072975953
1;1;1;1;1;0;2162.46738544813;5494.94612227081;0.607559874905378;52.0979630429415;5325.19;1;1;0.693147180559945;0;0;0;1;3;7.6790051568186;1;5.49494612227081
1;1;0;1;0;0;6424.94652563711;6776.49428192423;0.868799608203979;82.0719684352082;7635.34;1;1;0.693147180559945;0;0;0;1;4;8.76794358687075;1;6.77649428192423
1;1;0;1;1;0;1359.91290552409;7838.83797055704;0.56911690290408;59.4152056929015;4381.51;1;1;0.693147180559945;0;0;0;1;3;7.21517593662363;1;7.83883797055704
1;1;0;1;0;0;2206.9507364546;4013.10283975663;0.454511089449449;54.3928451507079;9546.36;1;1;0.693147180559945;0;0;0;1;4;7.69936708450992;1;4.01310283975663
1;1;0;1;0;0;2044.98406579279;7815.92520326888;0.406665045438959;36.2681247735462;4383.45;1;1;0.693147180559945;0;0;0;1;3;7.62314527665818;1;7.81592520326888
1;1;1;1;1;0;2682.17312004484;3298.10264384939;0.538582916476096;55.0896269401352;9581.45;1;1;0.693147180559945;0;0;0;1;3;7.8943826106193;1;3.29810264384939
1;1;0;1;0;0;6907.9077377811;4395.56463700842;0.636937873317057;24.6777001214591;7402.17;1;1;0.693147180559945;0;0;0;1;4;8.84042208332635;1;4.39556463700842
1;1;1;1;0;0;2027.28092002467;9705.4687089965;0.268850539605337;46.6030777146279;7264.11;1;1;0.693147180559945;0;0;0;1;3;7.61445072590945;1;9.7054687089965
1;0;0;0;1;0;2720.84288013506;9406.2440061261;0.299198944903717;51.0291087570197;7522.73;1;1;0.693147180559945;0;0;0;1;3;7.908696993689;1;9.4062440061261
1;0;0;0;0;0;11099.8627088824;3903.61218576098;0.469314302007848;35.7600902768034;2357.62;0;1;0.693147180559945;0;0;0;1;3;9.31468801865478;1;3.90361218576098
1;1;1;1;1;1;4397.99414202716;6300.07231267709;0.894289947799003;47.7723698944352;7401.86;1;1;0.693147180559945;0;0;0;1;3;8.38890383915092;1;6.30007231267709
0;0;0;1;0;1;4050.36898454058;8272.06923964122;0.819496365043781;49.3212753805219;188.042;0;0;0;0;0;1;0;3;8.30656326324454;0;8.27206923964122
0;0;0;0;0;0;3713.89214628464;8445.27286269566;0.636654179015634;51.7143835761418;1270.33;0;0;0;0;0;1;1;3;8.21983570171841;0;8.44527286269566
0;0;0;0;0;1;1481.96282118028;6024.23290403246;0.203206616020211;33.3311807624409;0;0;0;0;0;0;1;1;3;7.30112271861846;0;6.02423290403246
0;0;0;0;0;0;1503.80628867429;2498.52433364512;0.0334807349193827;37.8453249072962;303.813;0;0;0;0;0;1;1;4;7.31575469879068;0;2.49852433364512
0;0;0;0;0;0;1250.50952315997;3831.83793154371;0.107085065419163;49.9302686118501;593.388;0;0;0;0;0;1;1;4;7.13130636577046;0;3.83183793154371
0;0;0;0;0;0;2131.18268086487;14381.2632021493;0.493716019244221;53.5506135918467;0;0;0;0;0;0;1;1;3;7.66443235384199;0;14.3812632021493
0;0;0;0;0;0;4204.68399623109;9392.165561436;0.707099816830719;53.6629444262944;648.866;0;0;0;0;0;1;1;3;8.34395442005431;0;9.392165561436
0;0;0;0;0;0;4600.53924505134;9596.70289943246;0.716363111052949;54.9342909810963;711.089;0;0;0;0;0;1;1;4;8.43392880279169;0;9.59670289943246
0;0;0;1;0;0;3546.48053348671;13759.595328761;0.677337841896985;52.8460755668497;0;0;0;0;0;0;1;1;4;8.17371099169058;0;13.759595328761
0;0;0;1;0;0;2479.3129703598;14261.9041104871;0.497178558178496;49.9121066365891;0;0;0;0;0;0;1;1;4;7.81573677269894;0;14.2619041104871
0;0;0;0;0;0;1726.8938150046;6446.84963287979;0.497028030650612;58.3672924124237;1498.38;0;0;0;0;0;1;1;3;7.45407959102454;0;6.44684963287979
0;0;0;1;0;0;4068.07042685584;7279.55539560105;0.609285519547921;92.9494215078346;3295.5;0;0;0;0;0;1;1;4;8.3109240694217;0;7.27955539560105
0;0;0;0;0;0;1600.65782517702;8918.69467093561;0.658905714382817;56.180633118994;4684.66;0;0;0;0;0;0;1;4;7.37816996446832;0;8.91869467093561
0;0;0;0;0;0;1878.76634416255;12358.6926674866;0.490993858546592;63.0256633098046;4079.78;0;0;0;0;0;0;1;3;7.53837064051706;0;12.3586926674866
0;1;0;0;0;0;787.862816664895;5723.16904805745;0.324107606171935;73.7347217000931;3696.96;0;0;0;0;0;0;1;3;6.66932398417558;0;5.72316904805745
0;0;0;0;0;0;3062.12423559591;5203.76888348427;0.427353027135701;65.1234088672971;813.356;0;0;0;0;0;1;1;4;8.02686414874397;0;5.20376888348427
0;0;0;0;0;0;2451.46160874661;5668.17795610694;0.389313388930032;66.7323737366288;3909.57;0;0;0;0;0;1;1;3;7.80443970065727;0;5.66817795610694
0;0;0;0;0;0;3283.29739932917;5845.25054324201;0.786711186225667;47.8535358872235;6948.45;1;0;0;0;0;1;0;3;8.09660350107139;0;5.84525054324201
0;0;0;1;0;0;4279.52256294067;6128.43001160569;0.537234021498524;63.092120863181;7768.75;0;0;0;0;0;1;1;3;8.3615967316388;0;6.12843001160569
0;0;0;0;0;0;4543.62981214681;7219.80219025086;0.657229280977893;44.342540244597;4452.6;0;0;0;0;0;1;1;3;8.42148148968507;0;7.21980219025086
0;0;0;0;0;0;1762.44239123052;8511.85506595661;0.494911662729611;58.92917596676;4473.19;0;0;0;0;0;0;1;3;7.47445584832557;0;8.51185506595661
0;0;0;0;0;0;1401.50986421774;5969.03907107802;0.498951275280576;79.9910558474611;6516.64;0;0;0;0;0;1;1;4;7.24530540890882;0;5.96903907107802
0;0;0;0;0;0;1377.32712457214;6431.93395944731;0.496670639812025;81.3254267846245;6472.69;0;0;0;0;0;1;1;3;7.2279000337482;0;6.43193395944731
0;0;0;0;0;0;1230.01911086092;5210.9881899422;0.713391790117042;64.5665950601818;4023.35;0;0;0;0;0;1;1;4;7.11478498553106;0;5.2109881899422
0;0;0;0;0;0;4368.47221286057;8102.94295642634;0.637775813624547;54.422141774504;4928.28;0;0;0;0;0;1;0;3;8.38216861892144;0;8.10294295642634
0;0;0;0;0;0;1967.56962676543;7407.35814637734;0.620589052984247;80.3116305669839;7970.5;0;0;0;0;0;1;1;3;7.58455436811035;0;7.40735814637734
0;0;0;0;0;0;475.355893445448;4863.6190444593;0.41474153827966;77.024881611116;2534.18;0;0;0;0;0;1;1;3;6.1640637728463;0;4.8636190444593
0;0;0;1;0;0;1748.99635022728;7155.14293616992;0.499564294949526;78.2656573758528;6103.21;0;0;0;0;0;1;1;4;7.46679738823957;0;7.15514293616992
0;0;0;0;0;0;1836.0507409362;6767.71463450753;0.913164897705697;74.9347662955626;4197.77;0;0;0;0;0;0;1;3;7.51537220747404;0;6.76771463450753
0;0;0;0;0;0;2049.66813786408;7451.66839682046;0.499961792498805;61.3697052618299;2878.75;0;0;0;0;0;1;1;3;7.62543317505909;0;7.45166839682046
0;0;0;1;0;0;3193.2166946663;9456.39624030009;0.581509136389234;75.0966556337034;3115.2;0;0;0;0;0;1;1;3;8.06878405595111;0;9.45639624030009
0;1;0;1;0;0;5699.83028135491;8269.40202536017;0.62013871576234;65.9966244418317;3974.21;0;0;0;0;0;0;1;4;8.64819167817846;0;8.26940202536017
0;0;0;1;0;0;6143.93458423141;7281.09852375744;0.518859373904329;53.5459186530879;5071.3;0;0;0;0;0;1;1;4;8.72322062767308;0;7.28109852375744
0;1;1;1;0;1;3014.19533195209;1198.5123370364;0.498808721700561;14.4791564537913;3139.12;1;0;0;0;0;0;1;4;8.01108818529885;0;1.1985123370364
0;0;0;0;0;0;3146.46949440026;6245.43974269427;0.663557883847196;53.7617294046579;2815.9;0;0;0;0;0;1;1;4;8.05403630783029;0;6.24543974269427
0;0;0;0;0;0;4734.15686067853;6002.42689601415;0.376721434320856;53.8813798046768;6040.67;0;0;0;0;0;0;1;3;8.46255892443806;0;6.00242689601415
0;0;0;0;0;0;2229.29581173857;5129.45018868821;0.849135338949654;43.8347618496302;4626.24;0;0;0;0;0;1;1;3;7.70944103509589;0;5.12945018868821
0;0;0;0;0;0;3666.39049877254;7990.29917363352;0.493014040032782;70.8610483035341;10323.4;0;0;0;0;0;1;1;4;8.20696294175924;0;7.99029917363352
0;1;0;1;0;0;4294.36057098716;6492.94379111539;0.755105877098165;49.725911675205;5853.27;1;0;0;0;0;0;1;4;8.36505794579999;0;6.49294379111539
0;0;0;0;0;0;3002.9419744762;6081.27042231696;0.716278486011838;56.0629805848626;2653.61;0;0;0;0;0;1;1;3;8.0073477452779;0;6.08127042231696
0;0;0;0;0;0;2432.0744721406;4772.79003005459;0.791032391433596;48.2368711456609;5248.18;0;0;0;0;0;1;1;4;7.79649986438556;0;4.77279003005459
0;0;0;0;0;0;5664.02828361983;9648.010867182;0.795169366557538;61.7411749394016;5019.2;0;0;0;0;0;1;1;3;8.64189062893804;0;9.648010867182
0;0;0;1;1;0;2011.31373845404;4411.81267759184;0.296554787012238;38.9876407590292;2815.52;0;0;0;0;0;1;1;3;7.60654338876978;0;4.41181267759184
0;0;0;1;0;0;4412.79446172261;6275.87609085168;0.670538665453144;51.9292364689906;3754.05;0;0;0;0;0;1;1;4;8.39226343254984;0;6.27587609085168
0;0;0;0;0;0;4934.87392736067;8827.17943209139;0.601232664960216;65.9349551211412;6420.69;0;0;0;0;0;0;0;3;8.50408240490715;0;8.82717943209139
0;0;0;0;0;0;13497.6347534887;10993.6656725566;0.526203670917587;76.4486735272287;7038.22;0;0;0;0;0;1;1;4;9.51026974563132;0;10.9936656725566
0;0;0;0;0;0;8107.77791096828;9218.72619671508;0.74051363328892;81.3870417508476;6431.53;0;0;0;0;0;1;1;4;9.00057911585094;0;9.21872619671508
0;1;0;1;0;0;10793.5126428218;9912.63846660465;0.582209926468112;49.4108363462862;6615.04;0;0;0;0;0;0;1;4;9.28670055141087;0;9.91263846660465
0;0;0;0;0;0;2608.098977898;14426.8239924172;0.671598652403835;51.4342113215229;5430.98;0;0;0;0;0;1;1;4;7.8663768739744;0;14.4268239924172
0;0;0;1;0;0;8234.03502496906;13201.7392692495;0.675681811955139;95.9341558014442;6037.56;0;0;0;0;0;1;1;4;9.0160314560212;0;13.2017392692495
0;0;0;0;0;1;12303.5260797812;10074.5986675205;0.467871239534158;55.4231531391608;8480.55;0;0;0;0;0;1;1;4;9.41764117343055;0;10.0745986675205
0;1;1;1;0;0;11545.8471222185;11742.1950625863;0.767621905751998;97.7699907169049;7836.45;0;0;0;0;0;0;1;4;9.35408109477612;0;11.7421950625863
0;0;0;0;0;0;8453.32462024754;9891.63959690422;0.346594295200409;64.2992131804987;6203.31;1;0;0;0;0;1;1;3;9.04231508915471;0;9.89163959690422
0;0;0;0;0;0;1394.94662267983;10694.7598292358;0.755024248445062;43.4299991965118;1420.6;0;0;0;0;0;1;1;3;7.24061143021146;0;10.6947598292358
0;0;0;0;0;0;751.646104342645;4972.86798260059;0.38501813152727;61.900603392088;1718.6;0;0;0;0;0;1;1;3;6.62226560725278;0;4.97286798260059
0;0;0;0;0;0;813.314597456406;5046.37451585827;0.436741393177032;63.5249775066967;2256.73;0;0;0;0;0;1;1;3;6.70111799343955;0;5.04637451585827
0;0;0;1;0;0;18815.9047325366;9431.7347119184;0.828189417129234;97.0446562267933;10574.7;1;0;0;0;0;0;1;3;9.8424577875763;0;9.4317347119184
0;0;0;0;0;0;3744.24975946252;8294.80529108119;0.659344254964818;58.1309112775041;7377.82;0;0;0;0;0;1;1;4;8.22797654463067;0;8.29480529108119
0;0;0;0;0;0;2889.62116674515;3380.35340647016;0.786044894205268;72.1987028204651;3237.62;0;0;0;0;0;1;1;3;7.96888068834297;0;3.38035340647016
0;0;0;1;0;0;7451.69321298521;10993.9386410408;0.766315538467762;61.9157940381199;4327.11;0;0;0;0;0;0;1;3;8.91619656246089;0;10.9939386410408
0;0;0;0;0;0;22659.176974457;12627.2418144064;0.825887814731162;95.9710778337397;12254.1;0;0;0;0;0;1;1;4;10.0283202132894;0;12.6272418144064
0;0;0;0;0;0;1329.57597255827;3802.87294209157;0.794558013104577;84.4750824509224;981.842;0;0;0;0;0;1;1;4;7.19261535275729;0;3.80287294209157
0;0;0;0;0;0;34203.0786097985;6352.82172287462;0.840431362929758;106.968106976889;9702.76;1;0;0;0;0;0;0;3;10.4400709368297;0;6.35282172287462
0;0;0;0;0;0;1867.70441485399;2800.85081842454;0.467644800967374;42.2000470678119;1567.78;0;0;0;0;0;1;1;4;7.53246537010859;0;2.80085081842454
0;0;0;1;0;0;2063.37029094856;2155.02855564414;0.20314538898493;33.0573565094155;1470.22;0;0;0;0;0;1;1;3;7.63209598845685;0;2.15502855564414
0;0;0;0;0;0;2076.80572618775;3645.71202783709;0.905916096315259;77.4651804989933;1779.26;0;0;0;0;0;1;1;3;7.63858628372272;0;3.64571202783709
0;0;0;1;0;0;5024.18896321731;5687.1276832639;0.286939288844324;55.5917481196889;2258.78;0;0;0;0;0;1;0;3;8.52201931954607;0;5.6871276832639
0;0;0;0;0;0;4229.15153059675;3027.91569593316;0.789216814672295;54.093859463341;2757.39;0;0;0;0;0;1;1;3;8.34975666813743;0;3.02791569593316
