Nbr_acci;Feux_auto;Feux_piet;Pass_piet;Terreplein;Apaisement;EmpTotBuffer;Densite_pop;Entropie;DensiteInter;Long_arterePS;Artere;NB_voies5;log_acci;catego_acci;catego_acci2;Arret;VAG;sum_app;LogEmploi;AccOrdinal;PopHa
4;1;0;1;0;0;2891.48253918396;5762.53994986573;0.607053910133671;48.9749687638284;2451.69;0;0;1.6094379124341;1;1;0;1;4;7.96952463890944;2;5.76253994986573
4;1;1;1;0;0;4368.19749604445;10635.8941278134;0.647579542881024;58.0124320219182;5130.69;1;0;1.6094379124341;1;1;0;1;4;8.3821057306985;2;10.6358941278134
4;0;0;0;0;0;2266.65730906914;15293.8357072997;0.694380742909301;54.9291158932658;6426.31;0;0;1.6094379124341;1;1;1;1;4;7.72606147413572;2;15.2938357072997
4;1;0;1;1;1;6869.05477389978;8473.4876508105;0.733609007802727;108.406297596097;8575.06;1;0;1.6094379124341;1;1;0;1;4;8.83478178825397;2;8.4734876508105
4;1;0;1;0;0;1699.67054446299;8763.91664584468;0.703853955722994;56.2614494530487;4232.59;0;0;1.6094379124341;1;1;0;1;4;7.43818971388846;2;8.76391664584468
4;0;0;0;0;0;5388.701519251;10908.2277059537;0.667310886307094;76.4831680817101;4980.11;0;0;1.6094379124341;1;1;1;1;4;8.59205972936135;2;10.9082277059537
4;1;1;1;0;0;5114.38275467896;10664.650013118;0.697885279529008;62.7356354491329;6464.3;1;0;1.6094379124341;1;1;0;1;4;8.53981199753203;2;10.664650013118
4;1;0;1;0;0;12876.3878855056;5606.6664788517;0.715716433691683;46.1874236202566;7188.94;1;0;1.6094379124341;1;1;0;1;4;9.46315051665474;2;5.6066664788517
4;1;0;1;0;1;10091.2287283333;12294.4704815325;0.626430418038009;96.4808776851264;4090.63;0;0;1.6094379124341;1;1;0;1;4;9.21942188277521;2;12.2944704815325
4;1;1;1;0;0;112142.436153403;8859.80981964203;0.962916520506987;110.101713027514;16292.1;1;0;1.6094379124341;1;1;0;1;4;11.6275250936561;2;8.85980981964203
4;1;1;1;0;0;10496.4729236098;8684.62524114733;0.653764734152949;39.4556416102087;5403.16;1;0;1.6094379124341;1;1;0;1;3;9.25879456767737;2;8.68462524114733
4;1;1;1;0;0;8410.66373628915;4753.81908107406;0.723221297995364;43.6108135138053;4383.75;1;1;1.6094379124341;1;1;0;1;4;9.03725567212261;2;4.75381908107406
4;1;0;1;0;1;6721.45562936258;8521.09054392699;0.629676168696916;59.2928022735863;5418.67;1;1;1.6094379124341;1;1;0;1;4;8.8130600215726;2;8.52109054392699
4;1;1;1;0;0;2505.17380958414;5624.5867137849;0.558234729036047;64.722803834311;5551.48;1;1;1.6094379124341;1;1;0;1;4;7.82611339617546;2;5.6245867137849
4;0;0;1;0;0;8077.11328252456;5342.51570205682;0.735020658727582;42.5316029193004;6869.49;0;1;1.6094379124341;1;1;1;1;4;8.99678982066579;2;5.34251570205682
4;1;1;1;1;0;3270.79680903145;7232.69099945288;0.803247818014857;38.7226360669355;7401.83;1;1;1.6094379124341;1;1;0;1;4;8.09278890669466;2;7.23269099945288
4;0;0;1;0;0;6405.40942900397;6576.93767345109;0.483095178003274;34.7907080818287;8340.2;0;1;1.6094379124341;1;1;1;1;3;8.76489813562958;2;6.57693767345109
4;1;1;1;0;0;7684.27589977663;11760.5010579171;0.640021355369703;75.2305927065011;8824.02;1;1;1.6094379124341;1;1;0;1;4;8.94693142899302;2;11.7605010579171
4;1;1;1;0;0;7133.1506224199;5271.35187239413;0.851821153210921;83.6774624031871;7440.24;1;1;1.6094379124341;1;1;0;1;3;8.87250829833434;2;5.27135187239413
4;1;1;1;1;0;4098.17790478673;6714.03639255392;0.722681013499094;62.1048446345773;7697.95;1;1;1.6094379124341;1;1;0;1;4;8.31829774044482;2;6.71403639255392
4;1;0;1;0;0;44380.3026954132;8036.92825867832;0.873451110683573;120.163563563453;12197.7;1;1;1.6094379124341;1;1;0;1;4;10.7005510169999;2;8.03692825867832
3;0;0;1;0;0;4306.71257759697;13609.8253191345;0.753401682331841;61.207668934152;0;0;0;1.38629436111989;1;0;1;1;4;8.36793014904439;2;13.6098253191345
3;0;0;0;0;0;1103.88413524782;4191.42827903094;0.548643196740204;56.5271173951333;3691.33;0;0;1.38629436111989;1;0;1;1;4;7.00659027137272;2;4.19142827903094
3;1;1;1;0;0;6819.1737831901;5920.28972090044;0.687023953984073;46.9591686654755;4844.5;1;0;1.38629436111989;1;0;0;1;4;8.82749359733891;2;5.92028972090044
3;1;1;1;0;0;10432.7575765751;9813.63649833617;0.611145077489534;50.7077557365756;6552.21;0;0;1.38629436111989;1;0;0;1;4;9.2527059019836;2;9.81363649833617
3;1;0;1;0;0;7637.13086402424;12474.7690236476;0.662311300483264;84.5752713352882;7637.02;1;0;1.38629436111989;1;0;0;1;4;8.94077727026917;2;12.4747690236476
3;1;1;1;0;0;2307.16790026983;4890.62542476296;0.614255876448579;67.2991670635902;10702.6;1;0;1.38629436111989;1;0;0;1;4;7.7437760341427;2;4.89062542476296
3;0;0;0;0;0;6853.14422665916;11920.8896603477;0.602433300910968;57.7741165952046;7880.88;1;0;1.38629436111989;1;0;1;1;4;8.83246283713398;2;11.9208896603477
3;0;0;0;0;1;13010.916129884;12786.0302072825;0.735116346787264;101.277293655433;7574.95;0;0;1.38629436111989;1;0;1;0;3;9.4735439863897;2;12.7860302072825
3;1;0;1;0;0;42668.1276628825;12725.8400795183;0.959738512989502;83.1257483441061;11792.6;0;0;1.38629436111989;1;0;0;1;4;10.6612074957462;2;12.7258400795183
3;0;0;1;0;0;4393.46459596509;6937.008370778;0.699073592432618;56.9430559304921;6402.54;0;0;1.38629436111989;1;0;1;1;3;8.38787339662759;2;6.937008370778
3;1;1;1;0;0;6887.8147348521;9269.87841350174;0.673789487637053;44.3103453124254;8520.63;0;0;1.38629436111989;1;0;0;1;4;8.83750914894737;2;9.26987841350174
3;0;0;1;0;0;5046.19694052394;10876.6321246999;0.743928106451195;63.5561125801109;6005.16;1;0;1.38629436111989;1;0;1;0;3;8.52639015747703;2;10.8766321246999
3;1;0;1;0;0;5978.40967238421;9786.3696104863;0.604805586005633;58.3179931903585;4201.84;1;0;1.38629436111989;1;0;0;1;4;8.69590987050321;2;9.7863696104863
3;1;1;1;0;0;3134.21169758157;9738.46137506011;0.521411015914369;76.0865797264693;2195.33;0;0;1.38629436111989;1;0;0;1;4;8.05013296932054;2;9.73846137506011
3;1;0;1;1;0;7242.90432070826;9487.7608165405;0.670880858565729;66.0057652947571;8545.51;1;0;1.38629436111989;1;0;0;1;4;8.88777755421;2;9.4877608165405
3;1;0;1;0;0;12294.9894441435;12287.4726909085;0.558792731143821;64.6576076141145;6113.91;0;0;1.38629436111989;1;0;0;1;4;9.41694709610121;2;12.2874726909085
3;0;0;0;0;0;8480.89640102485;8617.69407974317;0.677696445054322;57.4372399092675;6969.77;1;0;1.38629436111989;1;0;1;1;4;9.04557143086731;2;8.61769407974317
3;1;1;1;0;1;7429.18366123842;12079.0565738697;0.599424496012431;58.8700055649424;6477.83;0;0;1.38629436111989;1;0;0;1;3;8.91317126104819;2;12.0790565738697
3;1;0;1;0;0;6263.18137984351;12613.4981552078;0.635089036304296;53.7080911085622;6619.84;0;0;1.38629436111989;1;0;0;1;4;8.74244354264311;2;12.6134981552078
3;1;1;1;0;0;97965.9183483882;9564.38738971526;0.96294599375617;108.514893976393;15609.3;1;0;1.38629436111989;1;0;0;1;4;11.4923749252108;2;9.56438738971526
3;1;1;1;0;0;5587.04463781109;8177.99331575833;0.843990113317272;53.142667600539;6636.91;1;0;1.38629436111989;1;0;0;1;4;8.62820573901218;2;8.17799331575833
3;1;1;1;0;0;8454.08740247704;10500.8616602019;0.652333870445149;76.1722246239487;7791.32;1;1;1.38629436111989;1;0;0;1;4;9.04240531966769;2;10.5008616602019
3;1;1;1;1;0;30144.174163676;9435.08424334552;0.74451733200756;61.8534196869758;12605;1;1;1.38629436111989;1;0;0;1;4;10.3137469550822;2;9.43508424334552
3;1;0;1;0;0;8918.17350427526;9992.57139846924;0.637079562457931;48.3522085431715;5996.57;1;1;1.38629436111989;1;0;0;1;4;9.09584644051232;2;9.99257139846924
3;1;1;1;0;0;7945.46784122087;2244.67438311382;0.379065162160784;30.104290397097;6567.18;1;1;1.38629436111989;1;0;0;1;4;8.98035696222406;2;2.24467438311382
3;1;1;1;0;0;11809.8087879289;10166.5562917737;0.573423926319256;52.3129598139402;7550.02;1;1;1.38629436111989;1;0;0;1;4;9.37668571836846;2;10.1665562917737
3;0;0;0;0;0;84888.4630185392;9135.96180412665;0.979163939955485;89.5788941875225;13264.9;1;1;1.38629436111989;1;0;0;1;3;11.3490934740025;2;9.13596180412665
3;1;1;1;0;0;7362.63739024603;6561.74823696668;0.901150292929426;55.2135316840771;4640.09;1;1;1.38629436111989;1;0;0;1;4;8.90417348860013;2;6.56174823696668
2;0;0;0;0;0;3786.38103943027;13218.4556705335;0.682645110091842;52.4779987788665;830.964;0;0;1.09861228866811;0;0;1;1;4;8.23916597103415;1;13.2184556705335
2;1;1;1;0;0;5163.50667594558;11089.8374317414;0.71956215048193;52.9140231278696;763.905;0;0;1.09861228866811;0;0;0;1;4;8.54937121602155;1;11.0898374317414
2;1;1;1;0;0;3678.07790454521;9510.02370867474;0.704103759992885;56.9148623390976;1885.99;0;0;1.09861228866811;0;0;0;1;4;8.21014558616485;1;9.51002370867474
2;0;0;0;0;0;4334.96790995565;9566.39582502102;0.653142003565592;66.7801459270348;4939.6;0;0;1.09861228866811;0;0;1;1;4;8.37446948663953;1;9.56639582502102
2;1;0;1;0;0;2664.39338790113;5788.21935728665;0.793509420525528;48.5889403381475;4121.46;1;0;1.09861228866811;0;0;0;1;4;7.88773168888947;1;5.78821935728665
2;1;0;1;0;1;5537.2574937928;6272.60397350214;0.700697569108002;50.2436524862476;6695.93;1;0;1.09861228866811;0;0;0;1;4;8.61925461994844;1;6.27260397350214
2;1;1;1;0;0;5939.16041053513;12273.4372812032;0.775272366667487;64.1560839339988;9006.97;1;0;1.09861228866811;0;0;0;1;4;8.68932305733878;1;12.2734372812032
2;1;0;1;0;0;5866.9307100451;9410.76970818053;0.598682429191996;60.4851518303625;7192.25;1;0;1.09861228866811;0;0;0;1;4;8.67708689873938;1;9.41076970818053
2;1;0;1;1;0;1743.06904027676;6345.29653849068;0.704932708740874;72.8112780679364;1468.55;0;0;1.09861228866811;0;0;0;1;4;7.46340265476239;1;6.34529653849068
2;0;0;1;0;0;10211.7139560492;10000.5938926828;0.536933893014296;61.0969450505182;7695.8;1;0;1.09861228866811;0;0;1;1;3;9.23129076739809;1;10.0005938926828
2;1;0;1;0;0;11611.1596372802;12271.3545410222;0.723047753979592;89.4236910867054;3350.26;0;0;1.09861228866811;0;0;0;1;4;9.35972195232934;1;12.2713545410222
2;0;0;0;0;0;12765.7557223493;12796.2129371027;0.675418738549258;93.5884049558151;4005.28;0;0;1.09861228866811;0;0;1;1;4;9.45452153061407;1;12.7962129371027
2;1;0;1;0;0;5101.95690750222;7685.1828537453;0.819776175400231;59.5651086055783;4180.64;1;0;1.09861228866811;0;0;0;1;4;8.53737945246895;1;7.6851828537453
2;1;0;1;0;0;55001.6882502877;11124.3607216435;0.967990089883122;63.1882506125108;11752.8;1;0;1.09861228866811;0;0;0;1;3;10.9151191592033;1;11.1243607216435
2;1;1;1;0;0;9717.93680028906;13178.026107862;0.855940315064792;51.3461244505166;4826.03;0;0;1.09861228866811;0;0;0;1;4;9.18172861157869;1;13.178026107862
2;0;0;0;0;0;58910.5640979286;12406.3094903102;0.987210648842716;81.8327283993171;12278;0;0;1.09861228866811;0;0;0;1;3;10.9837757100586;1;12.4063094903102
2;0;0;0;0;0;2395.42566666619;4500.88891157456;0.537113385374264;57.316103188698;2566.46;0;0;1.09861228866811;0;0;1;1;3;7.78131622543729;1;4.50088891157456
2;1;1;1;0;0;2228.93902946663;4051.83921103664;0.514459542936079;46.6894430548051;3034.07;0;0;1.09861228866811;0;0;0;1;3;7.70928097969935;1;4.05183921103664
2;1;0;1;0;0;3186.00271527055;5505.70463113235;0.237830868776335;56.1161019148803;4622.83;1;0;1.09861228866811;0;0;0;1;3;8.06652234272027;1;5.50570463113235
2;0;0;0;0;0;5282.63240940518;7485.30247950863;0.700057833627203;97.6884165630636;5700.13;1;0;1.09861228866811;0;0;1;1;4;8.57217981484672;1;7.48530247950863
2;0;0;0;0;0;820.611122821987;1119.89404740881;0.389745608546363;34.1483559432664;2059.94;1;0;1.09861228866811;0;0;1;1;3;6.71004933441536;1;1.11989404740881
2;1;0;1;0;0;2823.53770900634;7233.30875685756;0.447804772236418;58.4340016222951;5355.61;0;0;1.09861228866811;0;0;0;1;4;7.94574588443591;1;7.23330875685756
2;0;0;0;0;0;1545.42984819009;8830.5130240793;0.499926604531526;61.1747171811636;3125.19;0;0;1.09861228866811;0;0;1;1;3;7.34305736952941;1;8.8305130240793
2;1;0;1;0;0;3639.76819426095;4855.79233847378;0.647398975690836;42.2858873830463;5823.54;0;0;1.09861228866811;0;0;0;1;4;8.1996752757076;1;4.85579233847378
2;1;0;0;0;0;3552.38566562432;8930.03175388865;0.490659793804786;67.457204474944;10109.3;1;0;1.09861228866811;0;0;0;1;4;8.17537467525188;1;8.93003175388865
2;0;0;0;0;0;3772.25215402128;10874.0369760968;0.590499391344034;64.2681536544748;7046.17;1;0;1.09861228866811;0;0;1;1;4;8.23542749041123;1;10.8740369760968
2;1;0;1;0;0;4747.78568699262;5975.41145303744;0.56201292127669;48.2959896762756;3331.93;0;0;1.09861228866811;0;0;0;1;4;8.46543361717768;1;5.97541145303744
2;0;0;0;0;1;4512.88232625162;11226.5109167461;0.715160613702371;61.7336303415959;5228.13;1;0;1.09861228866811;0;0;1;1;4;8.41469132509123;1;11.2265109167461
2;0;0;1;0;0;5609.00826831459;13318.9177131136;0.78310868674101;57.5133052531249;5510.07;0;0;1.09861228866811;0;0;1;1;4;8.63212920362288;1;13.3189177131136
2;0;0;0;0;0;4077.95297990624;10886.628438681;0.643913423001954;91.7849626403662;3328.04;0;0;1.09861228866811;0;0;1;1;4;8.31335042088309;1;10.886628438681
2;0;0;1;0;0;5125.03349732426;12733.7957453404;0.595147554939309;48.3858774119032;5561.66;0;0;1.09861228866811;0;0;1;1;4;8.54189234004852;1;12.7337957453404
2;0;0;1;0;0;4190.9395123972;10956.7186839337;0.425053283249392;74.4912721519528;1804.26;0;0;1.09861228866811;0;0;1;1;4;8.34068021508343;1;10.9567186839337
2;1;0;1;0;0;7754.96844934089;9753.49150887913;0.684077709946727;79.7617971884454;7303.52;1;0;1.09861228866811;0;0;0;1;4;8.95608900717437;1;9.75349150887913
2;1;1;1;0;0;9161.60744503715;11169.1372984809;0.657379962121635;74.9070237199153;7552.11;0;0;1.09861228866811;0;0;0;1;4;9.1227769275385;1;11.1691372984809
2;1;0;1;0;0;6027.02020121865;12790.4565866588;0.642660526221873;54.068319701837;6975.8;0;0;1.09861228866811;0;0;0;1;4;8.70400800526416;1;12.7904565866588
2;0;0;0;0;1;14807.7144553662;14092.7575376559;0.64573390521657;102.645429076398;6755.33;0;0;1.09861228866811;0;0;1;1;4;9.60290357093439;1;14.0927575376559
2;0;0;0;0;0;13223.1327411548;12598.766344737;0.761122328881512;97.1509320046873;5358.65;0;0;1.09861228866811;0;0;1;1;4;9.48972305516293;1;12.598766344737
2;1;0;1;0;0;15458.8253661805;7209.71948890384;0.827749827460473;95.9278101628432;10905.7;1;0;1.09861228866811;0;0;0;1;4;9.64593534035322;1;7.20971948890384
2;0;0;1;0;0;15250.220601646;13836.3284860482;0.656057168138889;100.899140897511;6061.97;0;0;1.09861228866811;0;0;1;1;4;9.63234924761264;1;13.8363284860482
2;1;1;1;0;0;31484.7889705055;11271.2651914803;0.87586510698432;113.062832068107;10895.2;0;0;1.09861228866811;0;0;0;1;4;10.3572598183597;1;11.2712651914803
2;1;1;1;0;0;4875.11184705888;10069.2103195829;0.739123562896498;60.5624036004635;3065.02;1;0;1.09861228866811;0;0;0;1;4;8.4918983261552;1;10.0692103195829
2;0;0;1;0;0;80787.99447362;5038.2393276249;0.926748848000336;145.994101845847;14054.1;1;0;1.09861228866811;0;0;1;0;3;11.2995836502223;1;5.0382393276249
2;1;1;1;0;0;36219.2788978629;5346.57542778851;0.80743941523086;37.6654000431184;8859.66;1;0;1.09861228866811;0;0;0;1;3;10.4973468222901;1;5.34657542778851
2;1;0;1;0;0;2343.72856698104;5274.69315332151;0.39312831087144;51.5546192835288;1544.71;0;0;1.09861228866811;0;0;0;0;4;7.75949834492215;1;5.27469315332151
2;0;0;0;0;0;3917.50421800929;9287.1492812658;0.798741720275084;52.6895342843072;3754.92;1;0;1.09861228866811;0;0;1;1;4;8.27321005093905;1;9.2871492812658
2;1;1;1;0;0;3210.31970212121;8468.88346732748;0.721991023684147;47.5839225685648;2656.16;0;0;1.09861228866811;0;0;0;1;4;8.07412580684113;1;8.46888346732748
2;1;1;1;0;0;3297.41653737704;6369.5651482112;0.688215599915428;49.9267098683168;6067.94;0;0;1.09861228866811;0;0;0;1;4;8.10089457339231;1;6.3695651482112
2;1;1;1;0;0;4768.76016439136;2981.21234375707;0.655819602758404;31.776032273785;5421.69;1;1;1.09861228866811;0;0;0;1;4;8.46984162648871;1;2.98121234375707
2;1;0;1;1;0;5480.22813058162;6428.83521806693;0.438481297553634;57.6215376550233;8023.97;1;1;1.09861228866811;0;0;0;1;4;8.60890200874375;1;6.42883521806693
2;0;0;0;0;0;4740.03385194859;9498.01063716513;0.628876807908249;75.5939097618738;8329.15;1;1;1.09861228866811;0;0;0;1;3;8.46379955642493;1;9.49801063716513
2;1;0;1;0;0;4293.29750784021;4023.33326857251;0.748777179308407;51.7613299428416;4321.88;1;1;1.09861228866811;0;0;0;1;3;8.36481036650826;1;4.02333326857251
2;1;0;1;0;0;106496.104960725;2878.57902321525;0.819709604211578;99.3817640455459;15794.4;1;1;1.09861228866811;0;0;0;1;4;11.5758636903241;1;2.87857902321525
2;1;1;1;0;0;3164.12437160384;5778.84655675269;0.321378449043428;68.2129870633797;3976.65;1;1;1.09861228866811;0;0;0;1;4;8.05963163646007;1;5.77884655675269
